timestamp,temp1_black_evap_coil,temp2_thermocouple_cond_coil,temp3_thermocouple_evap_coil,stemp1_ambient_room,shumid1_ambient_room,stemp2_inlet,shumid2_inlet,stemp3_outlet,shumid3_outlet
1777240151,10.50,29.50,9.50,22.89,17.43,18.41,23.89,6.19,53.75
1777240153,10.50,30.00,10.25,23.33,17.50,18.55,23.90,6.35,53.78
1777240155,10.50,29.75,10.25,23.23,17.48,18.66,23.93,6.75,53.85
1777240156,10.50,29.75,9.75,23.07,17.45,18.80,23.98,6.43,53.80
1777240158,10.50,29.50,10.00,23.16,17.47,18.51,23.92,6.20,53.78
1777240159,10.50,29.00,9.50,23.21,17.47,18.62,23.92,6.15,53.79
1777240161,10.50,29.25,9.75,22.91,17.44,18.55,23.95,6.61,53.89
1777240163,10.50,29.75,9.50,23.12,17.47,18.39,23.91,6.15,53.83
1777240164,10.44,29.50,9.50,23.25,17.49,18.52,23.92,6.54,53.92
1777240166,10.44,29.50,10.00,23.02,17.46,18.47,23.93,6.12,53.87
1777240167,10.44,29.00,9.50,23.58,17.54,18.56,23.92,6.48,53.97
1777240169,10.44,28.50,10.00,23.14,17.48,18.43,23.91,6.61,54.00
1777240171,10.44,28.75,10.25,23.28,17.50,18.39,23.93,6.69,54.06
1777240172,10.44,28.75,10.00,22.90,17.47,18.55,23.97,6.10,53.97
1777240174,10.44,28.25,10.00,22.94,17.45,18.46,23.98,6.26,54.04
1777240175,10.44,28.50,10.00,23.25,17.50,18.41,24.00,6.42,54.11
1777240177,10.38,28.50,10.00,23.15,17.46,18.51,24.02,6.20,54.09
1777240179,10.38,28.25,10.00,23.25,17.50,18.59,24.03,6.46,54.18
1777240180,10.38,28.50,10.00,23.15,17.48,18.51,24.01,6.10,54.17
1777240182,10.38,28.25,9.75,23.26,17.51,18.72,24.05,6.09,54.20
1777240183,10.38,27.75,9.25,23.08,17.48,18.44,24.00,6.66,54.32
1777240185,10.31,27.75,9.75,23.00,17.46,18.59,24.02,6.25,54.31
1777240187,10.38,28.50,9.75,23.24,17.49,18.70,24.01,6.27,54.33
1777240188,10.38,28.00,10.00,23.21,17.49,18.44,23.97,6.12,54.36
1777240190,10.31,28.50,10.25,22.97,17.46,18.43,23.96,6.08,54.40
1777240191,10.38,28.50,10.25,23.22,17.47,18.38,23.98,6.26,54.48
1777240193,10.31,28.50,10.00,23.26,17.49,18.48,23.96,6.05,54.47
1777240195,10.38,28.75,10.25,22.94,17.45,18.44,23.97,6.38,54.58
1777240196,10.38,28.25,10.25,23.05,17.47,18.47,23.95,6.05,54.58
1777240198,10.38,28.75,10.25,22.90,17.41,18.37,23.97,6.31,54.65
1777240199,10.38,28.75,9.75,23.19,17.48,18.53,24.00,6.22,54.66
1777240201,10.38,28.75,10.25,23.37,17.51,18.77,24.05,6.07,54.65
1777240203,10.38,28.50,10.25,23.25,17.49,18.80,24.06,6.13,54.69
1777240204,10.38,28.50,10.25,23.05,17.48,18.57,24.02,6.16,54.71
1777240206,10.38,28.75,10.00,23.14,17.45,18.56,24.02,6.55,54.78
1777240208,10.38,28.75,10.00,23.00,17.45,18.86,24.05,6.45,54.74
1777240209,10.38,28.50,9.75,23.36,17.53,18.60,24.03,6.03,54.69
1777240211,10.38,28.50,9.75,23.33,17.51,18.48,24.01,6.16,54.70
1777240212,10.44,28.75,9.50,23.34,17.51,18.40,23.99,6.08,54.67
1777240214,10.44,28.75,9.75,23.28,17.49,18.38,23.99,6.59,54.76
1777240216,10.44,28.75,9.75,23.26,17.49,18.44,24.00,6.22,54.67
1777240217,10.44,28.75,9.75,22.86,17.44,18.59,24.01,6.21,54.67
1777240219,10.44,28.50,9.75,22.99,17.46,18.48,24.00,6.26,54.67
1777240220,10.44,28.50,9.50,23.26,17.49,18.76,24.02,6.59,54.70
1777240222,10.44,28.75,9.75,23.37,17.49,18.70,24.02,6.07,54.59
1777240224,10.38,28.50,9.75,23.07,17.47,18.63,24.00,5.94,54.56
1777240225,10.38,28.50,9.75,23.28,17.48,18.44,23.96,6.58,54.67
1777240227,10.44,28.75,9.25,23.32,17.47,18.77,24.01,6.53,54.64
1777240228,10.44,28.75,9.75,23.19,17.46,18.51,23.96,6.20,54.56
1777240230,10.31,28.00,9.50,23.38,17.48,18.66,23.96,6.08,54.52
1777240232,10.31,28.50,9.75,23.07,17.45,18.76,23.98,6.00,54.51
1777240233,10.38,28.75,9.75,23.07,17.44,18.55,23.92,6.33,54.57
1777240235,10.38,28.25,10.00,22.94,17.43,18.61,23.92,6.22,54.55
1777240236,10.38,28.50,9.25,23.37,17.48,18.59,23.94,6.55,54.59
1777240238,10.38,28.75,9.75,23.00,17.40,18.57,23.91,6.28,54.55
1777240240,10.44,28.50,9.75,23.28,17.48,18.66,23.91,5.96,54.50
1777240241,10.38,28.00,10.00,23.07,17.43,18.52,23.88,6.41,54.58
1777240243,10.38,28.50,10.00,23.32,17.49,18.64,23.92,6.23,54.55
1777240244,10.44,28.25,9.75,23.19,17.47,18.78,23.92,6.55,54.59
1777240246,10.44,28.50,9.75,23.28,17.48,18.61,23.90,6.48,54.59
1777240248,10.38,27.75,10.00,23.10,17.46,18.53,23.87,6.33,54.57
1777240249,10.38,28.25,9.50,22.93,17.43,18.83,23.91,6.09,54.53
1777240251,10.38,27.50,9.75,23.13,17.47,18.57,23.87,6.59,54.61
1777240252,10.44,27.50,9.25,23.29,17.49,18.88,23.92,6.51,54.62
1777240254,10.44,28.00,9.75,22.89,17.43,18.78,23.89,6.20,54.55
1777240256,10.38,27.75,9.75,23.03,17.46,18.87,23.93,6.37,54.60
1777240257,10.38,27.75,9.50,23.14,17.43,18.52,23.86,6.55,54.64
1777240259,10.38,28.00,9.50,22.98,17.45,18.63,23.89,6.10,54.57
1777240261,10.38,27.75,9.50,22.99,17.45,18.53,23.86,6.03,54.58
1777240262,10.38,27.75,9.75,23.21,17.48,18.69,23.87,6.55,54.68
1777240264,10.31,27.75,9.50,22.98,17.45,18.62,23.87,6.20,54.63
1777240265,10.38,27.75,9.50,23.03,17.45,18.59,23.86,6.06,54.65
1777240267,10.38,27.75,9.50,23.22,17.46,18.53,23.84,6.01,54.67
1777240269,10.38,27.50,8.50,23.00,17.42,18.74,23.87,6.04,54.69
1777240270,10.38,27.75,9.50,23.28,17.48,18.66,23.86,6.44,54.79
1777240272,10.38,27.50,9.50,23.19,17.46,18.48,23.82,6.28,54.78
1777240273,10.38,27.50,9.50,23.15,17.45,18.85,23.87,6.49,54.87
1777240275,10.38,27.25,8.75,22.97,17.45,18.51,23.82,6.10,54.82
1777240277,10.38,27.75,9.25,23.23,17.45,18.62,23.81,6.21,54.87
1777240278,10.38,27.75,8.75,23.12,17.45,18.62,23.83,6.07,54.88
1777240280,10.31,27.25,9.75,23.07,17.41,18.61,23.84,6.00,54.88
1777240281,10.31,27.25,9.50,23.32,17.47,18.62,23.83,6.37,54.98
1777240283,10.31,27.50,9.25,23.11,17.45,18.55,23.81,6.22,54.98
1777240285,10.31,27.50,9.50,22.92,17.43,18.62,23.83,6.26,55.01
1777240286,10.31,27.75,9.75,23.19,17.47,18.49,23.81,5.90,54.96
1777240288,10.31,28.00,9.50,23.30,17.47,18.49,23.82,6.11,55.01
1777240289,10.31,27.50,9.50,23.03,17.44,18.47,23.83,6.49,55.09
1777240291,10.31,27.50,9.50,23.17,17.46,18.72,23.85,6.01,55.02
1777240293,10.31,27.50,9.50,23.22,17.45,18.82,23.88,6.23,55.07
1777240294,10.31,27.75,9.50,23.35,17.47,18.78,23.88,6.28,55.09
1777240296,10.31,27.75,9.50,23.30,17.47,18.66,23.85,6.15,55.09
1777240297,10.31,27.75,9.50,23.03,17.41,18.55,23.85,6.36,55.13
1777240299,10.31,27.50,9.50,22.90,17.42,18.59,23.84,6.27,55.11
1777240301,10.31,27.75,9.25,23.23,17.45,18.75,23.86,6.26,55.11
1777240302,10.31,27.50,9.75,23.14,17.46,18.50,23.83,6.01,55.08
1777240304,10.31,27.25,9.75,23.03,17.43,18.86,23.87,6.07,55.07
1777240305,10.38,27.25,9.75,23.28,17.46,18.47,23.83,6.34,55.14
1777240307,10.31,27.50,9.25,23.02,17.42,18.66,23.86,6.14,55.08
1777240309,10.31,27.50,9.25,23.35,17.50,18.59,23.85,6.18,55.08
1777240310,10.31,28.00,9.25,23.54,17.50,18.60,23.83,6.02,55.04
1777240312,10.25,27.75,8.75,23.25,17.46,18.64,23.83,6.54,55.13
1777240314,10.31,27.25,9.50,23.26,17.46,18.52,23.85,6.05,55.03
1777240315,10.25,27.75,9.50,23.15,17.44,18.81,23.89,5.98,55.03
1777240317,10.25,28.00,9.50,23.05,17.43,18.61,23.87,6.26,55.07
1777240318,10.25,27.75,9.25,23.26,17.47,18.59,23.86,6.33,55.09
1777240320,10.25,28.00,9.50,23.31,17.46,18.67,23.88,5.87,55.02
1777240322,10.25,27.50,9.50,23.05,17.43,18.53,23.85,6.17,55.08
1777240323,10.25,27.50,9.50,22.96,17.43,18.93,23.90,6.48,55.13
1777240325,10.25,27.25,9.50,23.14,17.46,18.51,23.86,6.34,55.13
1777240326,10.25,27.75,9.25,22.87,17.42,18.59,23.86,5.82,55.03
1777240328,10.25,27.50,9.50,23.25,17.48,18.40,23.85,5.71,55.03
1777240330,10.25,27.50,9.25,23.13,17.44,18.55,23.86,6.24,55.12
1777240331,10.25,27.50,9.50,23.28,17.45,18.80,23.88,6.22,55.13
1777240333,10.25,27.50,9.00,23.14,17.46,18.65,23.86,6.00,55.10
1777240334,10.25,27.50,9.25,23.25,17.47,18.79,23.88,5.96,55.11
1777240336,10.19,27.25,9.00,23.23,17.48,18.56,23.86,6.08,55.15
1777240338,10.19,27.75,9.25,23.26,17.48,18.61,23.86,6.20,55.19
1777240339,10.19,27.75,9.00,23.26,17.47,18.68,23.85,6.12,55.20
1777240341,10.19,27.25,8.75,23.07,17.45,18.70,23.85,6.40,55.25
1777240342,10.19,27.75,9.25,23.03,17.46,18.58,23.85,6.13,55.22
1777240344,10.19,27.00,9.50,23.04,17.45,18.51,23.84,6.22,55.27
1777240346,10.19,27.75,9.50,23.03,17.44,18.48,23.83,5.72,55.19
1777240347,10.13,27.25,9.75,22.92,17.45,18.43,23.82,6.11,55.28
1777240349,10.19,27.75,9.00,22.91,17.43,18.66,23.85,6.12,55.29
1777240350,10.19,27.00,9.50,23.14,17.46,18.53,23.84,5.98,55.30
1777240352,10.19,27.25,9.75,22.86,17.44,18.97,23.93,5.98,55.31
1777240354,10.25,27.25,9.75,23.36,17.51,18.57,23.90,6.20,55.37
1777240355,10.25,27.25,10.00,23.23,17.50,18.46,23.88,5.83,55.32
1777240357,10.25,27.25,10.00,23.28,17.49,18.59,23.90,6.07,55.36
1777240358,10.25,27.00,9.50,23.26,17.49,18.79,23.89,6.27,55.41
1777240360,10.31,26.75,9.75,23.02,17.46,18.44,23.86,6.17,55.38
1777240362,10.25,27.50,9.75,23.32,17.48,18.45,23.86,6.25,55.41
1777240363,10.25,27.00,9.25,22.98,17.46,18.48,23.85,6.31,55.42
1777240365,10.25,27.25,9.75,22.92,17.45,18.63,23.85,6.38,55.44
1777240366,10.25,27.50,9.75,23.29,17.50,18.56,23.83,6.33,55.41
1777240368,10.25,27.00,9.50,22.91,17.44,18.69,23.86,6.31,55.40
1777240370,10.25,27.00,9.50,22.91,17.46,18.88,23.86,6.31,55.42
1777240371,10.19,27.00,9.50,23.15,17.48,18.78,23.85,6.40,55.41
1777240373,10.25,27.00,9.25,23.10,17.46,18.66,23.83,6.35,55.41
1777240375,10.25,27.25,9.75,22.97,17.45,18.66,23.85,5.94,55.33
1777240376,10.25,27.50,9.50,22.95,17.45,18.48,23.81,5.94,55.32
1777240378,10.25,27.00,9.75,23.30,17.50,18.87,23.87,6.34,55.41
1777240379,10.19,27.50,9.75,23.26,17.49,18.49,23.81,6.31,55.39
1777240381,10.25,27.50,9.25,23.07,17.43,18.52,23.83,5.85,55.30
1777240383,10.25,27.50,9.75,23.19,17.47,18.72,23.85,5.79,55.31
1777240384,10.25,27.50,9.75,23.13,17.49,18.53,23.83,6.01,55.35
1777240386,10.25,27.75,9.25,23.46,17.52,18.66,23.84,6.13,55.37
1777240387,10.25,27.50,9.25,22.93,17.45,18.48,23.84,6.27,55.41
1777240389,10.25,26.75,9.50,23.02,17.46,18.49,23.83,5.94,55.35
1777240391,10.25,27.50,9.00,23.21,17.46,18.48,23.83,6.34,55.43
1777240392,10.25,27.50,9.50,22.98,17.47,18.37,23.85,6.23,55.41
1777240394,10.25,27.50,9.25,22.97,17.45,18.48,23.86,5.90,55.36
1777240395,10.25,27.25,9.75,23.19,17.47,18.45,23.84,6.45,55.47
1777240397,10.31,27.50,9.50,22.87,17.43,18.52,23.86,6.18,55.43
1777240399,10.25,26.50,9.75,22.93,17.45,18.72,23.90,6.32,55.46
1777240400,10.25,27.25,9.75,23.02,17.47,18.38,23.86,6.22,55.45
1777240402,10.25,27.50,9.75,22.95,17.47,18.56,23.88,6.45,55.47
1777240403,10.25,26.50,9.75,22.95,17.47,18.59,23.88,5.89,55.39
1777240405,10.31,27.25,9.25,23.02,17.47,18.60,23.88,6.26,55.46
1777240407,10.25,27.25,9.75,23.02,17.47,18.47,23.88,6.20,55.45
1777240408,10.25,26.50,9.00,23.08,17.48,18.34,23.88,6.10,55.44
1777240410,10.19,27.50,9.75,22.98,17.46,18.57,23.91,6.33,55.47
1777240411,10.25,27.50,9.25,23.23,17.51,18.45,23.88,6.39,55.50
1777240413,10.19,27.00,9.00,23.26,17.51,18.78,23.93,6.22,55.46
1777240415,10.25,27.00,9.75,23.18,17.50,18.40,23.88,6.18,55.45
1777240416,10.25,27.00,9.25,23.21,17.49,18.37,23.89,6.45,55.48
1777240418,10.25,27.50,9.50,23.25,17.51,18.37,23.88,5.94,55.40
1777240419,10.25,27.75,9.75,23.19,17.49,18.40,23.89,5.80,55.40
1777240421,10.25,27.50,9.75,23.26,17.50,18.57,23.92,6.20,55.45
1777240423,10.25,27.75,9.75,23.06,17.50,18.41,23.89,6.20,55.47
1777240424,10.25,27.75,9.00,23.38,17.53,18.37,23.90,6.37,55.48
1777240426,10.31,27.50,9.75,22.98,17.50,18.55,23.91,5.92,55.43
1777240428,10.31,28.00,9.50,23.07,17.49,18.49,23.94,6.44,55.52
1777240429,10.25,27.50,9.75,23.10,17.50,18.48,23.96,6.32,55.51
1777240431,10.25,27.25,9.75,23.25,17.53,18.46,23.94,6.33,55.50
1777240432,10.25,28.00,9.50,22.92,17.47,18.46,23.94,6.27,55.50
1777240434,10.19,28.25,9.50,23.13,17.52,18.51,23.97,6.04,55.46
1777240436,10.19,28.25,9.50,22.89,17.48,18.56,23.98,5.95,55.44
1777240437,10.25,28.25,10.00,23.06,17.51,18.41,23.96,6.18,55.49
1777240439,10.19,27.75,9.75,23.27,17.52,18.61,23.98,5.94,55.46
1777240440,10.25,27.75,9.25,22.83,17.49,18.76,24.02,5.80,55.41
1777240442,10.25,28.25,9.75,22.92,17.49,18.52,24.00,6.37,55.53
1777240444,10.25,28.25,9.75,23.23,17.55,18.41,24.00,6.28,55.52
1777240445,10.25,28.50,10.00,23.28,17.54,18.48,24.01,6.33,55.51
1777240447,10.25,28.50,9.50,23.18,17.51,18.36,24.00,5.98,55.45
1777240448,10.25,28.50,9.75,23.14,17.51,18.55,24.05,6.20,55.48
1777240450,10.25,28.50,9.75,23.23,17.53,18.74,24.07,5.77,55.38
1777240452,10.31,28.75,9.50,23.50,17.57,18.53,24.06,6.07,55.40
1777240453,10.31,28.00,9.75,22.89,17.48,18.48,24.07,6.57,55.47
1777240455,10.25,28.75,9.75,23.10,17.52,18.44,24.07,6.12,55.38
1777240456,10.25,28.75,9.75,23.26,17.54,18.34,24.08,6.17,55.36
1777240458,10.25,29.00,9.75,22.95,17.47,18.72,24.14,5.88,55.26
1777240460,10.31,28.75,9.75,23.05,17.50,18.65,24.14,6.41,55.33
1777240461,10.25,29.25,9.75,22.91,17.48,18.44,24.13,6.10,55.25
1777240463,10.31,29.75,9.25,23.05,17.49,18.45,24.10,6.07,55.21
1777240464,10.31,29.50,10.00,23.16,17.51,18.37,24.12,6.37,55.23
1777240466,10.38,29.25,9.50,22.98,17.50,18.83,24.19,6.28,55.18
1777240468,10.38,29.25,10.00,23.12,17.51,18.57,24.15,6.53,55.18
1777240469,10.31,29.50,10.25,22.94,17.49,18.30,24.11,6.44,55.14
1777240471,10.38,29.50,10.25,22.92,17.49,18.34,24.13,6.04,55.01
1777240472,10.38,29.50,10.25,22.95,17.49,18.40,24.14,6.42,55.03
1777240474,10.31,29.25,10.00,23.16,17.50,18.62,24.15,6.26,54.96
1777240476,10.38,29.50,10.00,23.30,17.53,18.55,24.15,6.50,54.96
1777240477,10.38,29.50,9.75,23.22,17.51,18.40,24.13,6.26,54.88
1777240479,10.38,29.25,10.00,23.07,17.50,18.43,24.12,6.28,54.84
1777240480,10.38,29.50,10.00,22.94,17.49,18.63,24.16,6.52,54.83
1777240482,10.44,29.50,9.50,22.98,17.49,18.46,24.14,6.12,54.70
1777240484,10.44,29.50,10.00,22.98,17.48,18.71,24.17,6.15,54.65
1777240485,10.38,29.25,9.75,23.22,17.52,18.44,24.14,6.45,54.67
1777240487,10.44,29.50,10.00,23.10,17.50,18.44,24.16,6.09,54.56
1777240489,10.38,29.25,9.50,23.19,17.50,18.47,24.20,6.14,54.51
1777240490,10.44,29.00,9.75,23.28,17.53,18.47,24.21,6.23,54.51
1777240492,10.38,29.50,10.25,23.03,17.50,18.59,24.21,6.37,54.51
1777240493,10.44,29.00,9.75,23.40,17.55,18.42,24.19,6.58,54.51
1777240495,10.38,29.00,10.00,22.98,17.48,18.52,24.21,6.09,54.41
1777240497,10.38,29.25,10.25,23.30,17.53,18.66,24.23,6.13,54.39
1777240498,10.38,29.25,10.25,22.86,17.46,18.44,24.20,5.81,54.33
1777240500,10.38,28.75,10.00,23.44,17.54,18.53,24.21,6.31,54.38
1777240501,10.44,29.00,9.75,23.04,17.49,18.45,24.20,6.15,54.36
1777240503,10.44,28.75,9.75,22.94,17.47,18.56,24.20,6.10,54.36
1777240505,10.44,29.25,10.00,22.99,17.49,18.62,24.22,6.11,54.36
1777240506,10.38,29.00,9.75,23.48,17.55,18.51,24.23,6.31,54.39
1777240508,10.44,29.00,9.25,23.23,17.51,18.67,24.24,5.76,54.30
1777240509,10.44,29.25,9.75,23.04,17.51,18.68,24.23,6.59,54.44
1777240511,10.44,29.25,9.75,22.91,17.48,18.62,24.19,6.33,54.39
1777240513,10.44,29.50,9.75,23.19,17.52,18.66,24.21,5.95,54.35
1777240514,10.44,29.25,10.00,23.15,17.51,18.48,24.15,6.11,54.37
1777240516,10.44,29.50,10.00,23.26,17.54,18.40,24.16,6.45,54.44
1777240517,10.44,29.25,9.75,23.08,17.51,18.48,24.16,6.62,54.47
1777240519,10.44,29.25,9.75,23.13,17.52,18.36,24.14,6.59,54.47
1777240521,10.44,29.50,9.25,22.98,17.50,18.49,24.16,6.71,54.48
1777240522,10.44,29.50,9.75,22.97,17.49,18.59,24.17,6.24,54.42
1777240524,10.44,29.75,10.00,22.95,17.51,18.53,24.16,6.20,54.42
1777240525,10.44,29.25,10.00,23.09,17.53,18.44,24.16,6.49,54.47
1777240527,10.44,29.25,9.75,23.15,17.54,18.53,24.18,6.14,54.42
1777240529,10.44,29.25,10.00,22.83,17.49,18.41,24.14,6.52,54.50
1777240530,10.44,30.00,9.50,23.31,17.56,18.66,24.20,6.26,54.43
1777240532,10.44,29.75,10.25,22.89,17.52,18.59,24.18,6.23,54.44
1777240534,10.44,30.00,10.50,22.94,17.49,18.70,24.25,6.59,54.48
1777240535,10.44,29.75,10.25,23.09,17.52,18.51,24.22,6.47,54.47
1777240537,10.44,30.00,10.00,22.98,17.51,18.40,24.19,6.16,54.40
1777240538,10.50,29.75,10.00,23.19,17.54,18.38,24.19,6.16,54.37
1777240540,10.50,30.25,10.00,22.89,17.50,18.34,24.19,6.13,54.35
1777240542,10.56,30.25,10.25,22.96,17.50,18.37,24.17,6.08,54.30
1777240543,10.56,30.25,10.25,23.01,17.52,18.33,24.16,6.64,54.36
1777240545,10.56,30.25,10.25,22.94,17.50,18.43,24.18,6.22,54.29
1777240546,10.50,29.50,10.25,22.94,17.51,18.49,24.19,6.74,54.36
1777240548,10.50,30.00,10.25,23.27,17.54,18.44,24.17,6.71,54.34
1777240550,10.56,30.25,10.25,23.07,17.53,18.34,24.14,6.67,54.31
1777240551,10.56,30.00,10.25,22.95,17.51,18.53,24.17,6.33,54.21
1777240553,10.56,30.00,10.25,23.24,17.54,18.62,24.15,6.21,54.18
1777240554,10.50,29.50,10.25,23.20,17.56,18.69,24.18,6.34,54.17
1777240556,10.50,29.75,9.50,23.26,17.55,18.49,24.14,6.39,54.16
1777240558,10.56,29.50,9.75,22.96,17.52,18.43,24.14,6.66,54.17
1777240559,10.63,29.50,10.25,23.14,17.55,18.47,24.11,6.13,54.06
1777240561,10.56,28.50,9.50,22.93,17.52,18.65,24.14,6.28,54.08
1777240562,10.56,29.00,9.25,23.19,17.56,18.43,24.10,6.83,54.16
1777240564,10.56,29.00,9.50,22.92,17.51,18.47,24.08,6.12,54.02
1777240566,10.56,29.25,9.00,23.06,17.54,18.40,24.05,6.21,54.02
1777240567,10.56,29.25,9.75,23.26,17.57,18.52,24.06,6.71,54.10
1777240569,10.56,29.25,9.25,22.99,17.52,18.44,24.02,6.64,54.09
1777240570,10.50,29.25,9.50,23.07,17.53,18.38,24.01,6.26,54.02
1777240572,10.50,29.50,9.75,22.90,17.51,18.39,24.03,6.42,54.06
1777240574,10.44,29.00,9.50,23.29,17.55,18.49,24.03,6.07,54.03
1777240575,10.50,29.25,9.75,23.30,17.57,18.56,24.07,6.22,54.07
1777240577,10.50,29.25,9.50,22.97,17.52,18.65,24.10,6.71,54.18
1777240578,10.50,29.00,9.50,23.08,17.55,18.40,24.06,6.26,54.12
1777240580,10.44,29.50,10.00,22.97,17.54,18.70,24.09,6.51,54.19
1777240582,10.44,29.25,9.75,23.21,17.56,18.51,24.08,6.51,54.22
1777240583,10.50,29.25,10.00,23.33,17.58,18.44,24.06,6.23,54.21
1777240585,10.50,29.00,10.25,22.99,17.54,18.37,24.06,6.42,54.25
1777240587,10.44,29.00,9.75,22.98,17.53,18.38,24.05,6.26,54.25
1777240588,10.50,28.50,10.00,23.30,17.60,18.55,24.06,6.26,54.26
1777240590,10.44,29.00,10.25,23.10,17.55,18.37,24.00,6.01,54.24
1777240591,10.50,29.00,9.75,22.89,17.52,18.59,24.04,6.23,54.29
1777240593,10.44,29.00,10.00,23.34,17.58,18.39,24.03,6.64,54.36
1777240595,10.44,28.25,10.25,22.81,17.49,18.49,24.04,6.43,54.34
1777240596,10.50,29.00,10.00,23.16,17.55,18.69,24.07,6.45,54.34
1777240598,10.44,28.25,10.00,23.52,17.60,18.56,24.04,6.32,54.31
1777240599,10.44,28.75,9.50,23.13,17.56,18.75,24.05,6.37,54.35
1777240601,10.44,28.75,10.00,23.07,17.54,18.51,24.01,6.46,54.35
1777240603,10.44,28.25,9.00,23.09,17.55,18.54,24.00,6.11,54.28
1777240604,10.44,28.50,9.50,23.23,17.56,18.50,23.99,5.82,54.26
1777240606,10.44,28.50,9.75,22.88,17.52,18.44,23.95,6.60,54.40
1777240607,10.44,28.00,10.00,23.30,17.58,18.52,23.97,6.45,54.37
1777240609,10.44,28.00,9.75,22.97,17.54,18.47,23.97,6.44,54.38
1777240611,10.44,27.75,10.00,22.95,17.53,18.62,23.98,6.45,54.38
1777240612,10.44,28.25,9.50,23.23,17.57,18.51,23.96,6.14,54.35
1777240614,10.44,27.75,9.50,23.25,17.57,18.45,23.92,6.22,54.38
1777240615,10.44,28.25,9.25,23.10,17.54,18.49,23.93,6.47,54.45
1777240617,10.38,27.75,10.25,22.93,17.53,18.46,23.93,6.08,54.38
1777240619,10.38,28.00,10.00,22.95,17.53,18.69,23.97,6.07,54.40
1777240620,10.44,27.75,9.50,22.90,17.53,18.75,23.98,6.31,54.46
1777240622,10.44,28.00,9.75,22.92,17.53,18.48,23.93,6.42,54.50
1777240623,10.38,27.75,9.75,23.16,17.58,18.79,23.98,6.69,54.57
1777240625,10.38,28.25,9.00,22.91,17.54,18.43,23.92,6.34,54.55
1777240627,10.38,28.00,10.00,22.93,17.54,18.58,23.92,5.80,54.44
1777240628,10.44,27.75,10.00,23.09,17.56,18.57,23.92,6.25,54.56
1777240630,10.38,28.25,9.75,23.05,17.56,18.67,23.93,6.46,54.61
1777240631,10.38,28.50,10.00,23.07,17.57,18.43,23.91,6.59,54.66
1777240633,10.38,28.50,9.75,22.92,17.54,18.51,23.92,6.02,54.59
1777240635,10.38,28.50,10.25,23.15,17.58,18.44,23.93,6.26,54.65
1777240636,10.38,28.50,10.25,22.94,17.53,18.63,23.97,6.06,54.63
1777240638,10.38,28.50,10.00,23.01,17.54,18.40,23.95,6.53,54.72
1777240640,10.38,28.25,10.25,23.02,17.55,18.52,23.97,6.62,54.74
1777240641,10.38,28.25,10.00,23.23,17.57,18.62,23.97,6.25,54.71
1777240643,10.38,28.75,10.00,22.94,17.55,18.80,24.00,5.90,54.63
1777240644,10.38,28.50,10.00,23.52,17.63,18.60,23.96,6.08,54.65
1777240646,10.38,28.50,9.75,23.12,17.56,18.49,23.96,6.33,54.69
1777240648,10.44,28.75,10.00,23.10,17.56,18.62,23.96,6.59,54.75
1777240649,10.38,29.00,9.75,22.81,17.52,18.47,23.93,6.13,54.66
1777240651,10.38,29.00,10.00,23.21,17.57,18.53,23.95,5.92,54.61
1777240652,10.44,29.50,10.00,22.95,17.53,18.64,23.98,6.41,54.69
1777240654,10.38,29.75,10.25,23.15,17.56,18.55,23.96,6.45,54.69
1777240656,10.38,29.75,10.25,22.87,17.54,18.73,23.97,6.22,54.65
1777240657,10.44,30.00,10.00,23.14,17.57,18.62,23.98,5.97,54.60
1777240659,10.38,29.75,10.25,23.25,17.58,18.55,23.96,6.63,54.69
1777240660,10.38,30.00,10.00,23.19,17.57,18.95,24.01,6.56,54.68
1777240662,10.38,30.25,9.75,23.05,17.56,18.71,23.99,6.09,54.58
1777240664,10.38,30.25,9.75,22.80,17.53,18.50,23.97,6.96,54.72
1777240665,10.38,30.50,10.50,22.93,17.54,18.50,23.96,6.59,54.64
1777240667,10.44,30.50,10.50,23.21,17.58,18.68,23.98,6.79,54.65
1777240668,10.44,30.50,9.75,23.34,17.60,18.62,23.98,6.70,54.62
1777240670,10.38,30.25,10.25,22.99,17.55,18.76,24.00,6.28,54.52
1777240672,10.38,30.25,10.25,22.87,17.54,18.82,24.01,6.38,54.51
1777240673,10.38,30.00,10.50,23.15,17.57,18.74,24.00,6.74,54.52
1777240675,10.44,30.25,10.50,23.25,17.60,18.56,23.96,6.59,54.46
1777240676,10.44,30.25,10.50,23.16,17.58,18.46,23.96,6.50,54.39
1777240678,10.44,30.25,10.25,22.93,17.54,18.55,23.96,6.56,54.35
1777240680,10.44,30.00,9.50,23.05,17.58,18.76,23.99,6.86,54.37
1777240681,10.44,30.00,9.50,22.87,17.54,18.60,23.98,6.52,54.26
1777240683,10.44,30.00,9.75,23.25,17.60,18.55,24.00,6.63,54.25
1777240684,10.50,29.75,10.00,23.19,17.59,18.66,24.03,6.51,54.18
1777240686,10.44,30.00,10.25,22.93,17.57,18.65,24.04,6.51,54.15
1777240688,10.50,30.00,9.50,23.06,17.58,18.68,24.05,6.50,54.11
1777240689,10.44,29.75,10.25,23.02,17.57,18.97,24.10,6.18,54.05
1777240691,10.50,29.50,9.50,23.23,17.61,18.68,24.05,6.50,54.09
1777240693,10.50,29.50,10.00,22.88,17.56,18.75,24.06,6.41,54.07
