timestamp,temp1_black_evap_coil,temp2_thermocouple_cond_coil,temp3_thermocouple_evap_coil,stemp1_ambient_room,shumid1_ambient_room,stemp2_inlet,shumid2_inlet,stemp3_outlet,shumid3_outlet
1777238302,12.81,28.25,10.00,23.62,16.97,19.54,22.73,8.39,43.82
1777238304,12.81,28.00,9.75,23.69,16.97,19.55,22.71,8.22,44.11
1777238306,12.69,28.00,10.25,23.74,16.96,19.48,22.65,8.31,44.48
1777238307,12.63,28.25,10.25,23.82,16.98,19.61,22.67,8.20,44.76
1777238309,12.63,28.00,9.50,23.79,16.95,19.55,22.63,7.88,45.01
1777238310,12.56,27.75,10.00,23.70,16.93,19.66,22.63,8.51,45.42
1777238312,12.50,28.00,10.00,23.98,16.95,19.52,22.58,7.87,45.59
1777238314,12.38,28.25,10.25,23.78,16.92,19.79,22.60,7.88,45.89
1777238315,12.38,28.25,10.00,23.76,16.90,19.49,22.54,8.09,46.18
1777238317,12.31,28.25,10.25,23.91,16.91,19.55,22.54,7.86,46.41
1777238319,12.25,28.50,9.25,23.77,16.91,19.64,22.54,8.29,46.73
1777238320,12.19,28.50,10.25,23.84,16.92,19.66,22.53,7.85,46.94
1777238322,12.13,28.25,9.75,23.34,16.84,19.55,22.51,7.70,47.13
1777238323,12.13,28.25,10.25,23.73,16.86,19.65,22.51,7.50,47.34
1777238325,12.13,27.75,10.25,23.79,16.87,19.66,22.49,7.78,47.58
1777238327,12.06,28.50,9.75,23.82,16.87,19.65,22.49,7.82,47.77
1777238328,12.00,28.75,10.00,23.77,16.81,19.54,22.46,7.37,47.89
1777238330,12.00,28.50,9.75,24.03,16.88,19.62,22.44,7.26,48.05
1777238331,11.88,29.00,9.75,23.84,16.83,19.64,22.43,7.46,48.28
1777238333,11.88,28.50,10.00,23.41,16.77,19.45,22.41,7.54,48.46
1777238335,11.88,28.50,10.00,23.78,16.81,19.64,22.44,7.35,48.57
1777238336,11.81,28.50,10.25,23.91,16.85,19.60,22.43,7.78,48.82
1777238338,11.81,28.75,10.25,23.76,16.82,19.66,22.43,7.41,48.89
1777238339,11.75,28.00,9.75,23.87,16.83,19.71,22.45,7.42,49.03
1777238341,11.75,28.75,9.50,23.75,16.81,19.73,22.44,7.47,49.19
1777238343,11.75,28.25,9.75,23.98,16.83,19.55,22.42,7.40,49.29
1777238344,11.69,28.50,10.00,23.76,16.82,19.65,22.40,7.74,49.47
1777238346,11.63,28.25,9.75,23.49,16.79,19.62,22.37,7.34,49.52
1777238347,11.56,28.00,9.50,23.81,16.79,19.57,22.38,7.25,49.63
1777238349,11.56,28.25,10.00,24.11,16.80,19.67,22.38,7.36,49.76
1777238351,11.56,27.50,9.75,24.12,16.82,19.73,22.36,7.23,49.84
1777238352,11.50,28.00,10.00,23.80,16.77,19.52,22.31,7.39,49.97
1777238354,11.50,27.25,9.50,24.21,16.82,19.64,22.32,7.48,50.09
1777238355,11.44,27.50,10.00,24.01,16.80,19.66,22.31,7.15,50.14
1777238357,11.44,27.25,9.50,23.99,16.80,19.59,22.30,7.02,50.26
1777238359,11.31,27.00,9.50,23.84,16.78,19.71,22.34,7.16,50.41
1777238360,11.31,27.75,9.50,23.71,16.74,19.52,22.32,7.12,50.49
1777238362,11.31,27.50,9.50,23.95,16.78,19.82,22.35,6.97,50.60
1777238363,11.25,27.50,10.00,24.05,16.79,19.75,22.34,6.95,50.71
1777238365,11.19,27.50,9.50,23.69,16.75,19.74,22.34,6.86,50.82
1777238367,11.19,27.50,9.75,23.69,16.74,19.54,22.29,6.59,50.91
1777238368,11.13,27.00,9.50,23.95,16.77,19.65,22.33,7.05,51.09
1777238370,11.13,27.50,9.75,23.69,16.75,19.47,22.30,6.87,51.18
1777238372,11.13,27.25,9.50,24.07,16.79,19.66,22.33,6.89,51.30
1777238373,11.13,27.75,9.25,23.66,16.76,19.59,22.30,6.92,51.42
1777238375,11.13,27.75,9.25,23.53,16.74,19.53,22.29,6.83,51.51
1777238376,11.06,27.75,10.00,23.69,16.76,19.49,22.29,6.98,51.66
1777238378,11.06,27.50,9.75,24.09,16.80,19.52,22.29,6.50,51.67
1777238380,11.00,27.50,10.00,23.80,16.77,19.66,22.32,6.41,51.76
1777238381,11.06,27.75,9.50,23.73,16.75,19.65,22.33,6.59,51.89
1777238383,11.00,27.75,10.00,23.91,16.78,19.52,22.30,6.41,51.93
1777238384,11.00,27.75,10.00,23.65,16.74,19.58,22.29,7.05,52.12
1777238386,11.00,27.25,10.25,23.77,16.75,19.80,22.35,6.67,52.11
1777238388,11.00,27.50,10.00,23.65,16.73,19.52,22.30,6.48,52.14
1777238389,10.94,27.75,9.75,23.86,16.75,19.53,22.31,6.48,52.20
1777238391,10.94,27.25,10.00,23.68,16.73,19.45,22.30,6.31,52.23
1777238392,11.00,27.75,9.50,23.52,16.71,19.52,22.32,6.49,52.29
1777238394,10.94,27.75,9.75,23.74,16.73,19.72,22.34,6.50,52.33
1777238396,10.88,27.75,10.00,24.10,16.77,19.59,22.33,6.68,52.41
1777238397,10.88,27.50,9.75,23.86,16.75,19.69,22.34,6.56,52.42
1777238399,10.88,27.75,10.25,23.92,16.76,19.62,22.35,6.87,52.52
1777238400,10.81,27.25,9.00,23.83,16.73,19.55,22.36,6.59,52.52
1777238402,10.81,27.50,10.00,23.62,16.71,19.60,22.37,6.86,52.61
1777238404,10.81,27.00,9.75,23.84,16.72,19.48,22.35,6.57,52.60
1777238405,10.81,27.50,9.75,23.97,16.74,19.45,22.34,6.48,52.62
1777238407,10.75,27.25,9.50,23.82,16.72,19.64,22.35,6.76,52.72
1777238408,10.75,27.25,9.50,23.74,16.72,19.59,22.35,6.53,52.73
1777238410,10.75,27.75,9.25,24.12,16.76,19.66,22.36,6.20,52.71
1777238412,10.69,27.50,9.75,23.59,16.69,19.53,22.34,6.50,52.82
1777238413,10.69,27.50,9.25,23.62,16.69,19.62,22.37,6.47,52.86
1777238415,10.75,27.75,9.75,23.80,16.72,19.65,22.40,6.35,52.91
1777238416,10.75,27.75,9.75,23.69,16.70,19.59,22.40,6.44,52.97
1777238418,10.69,27.75,9.75,23.77,16.71,19.70,22.44,6.33,53.01
1777238420,10.69,27.50,10.25,23.71,16.70,19.54,22.44,6.94,53.17
1777238421,10.69,27.75,9.75,23.84,16.72,19.66,22.46,6.52,53.16
1777238423,10.69,27.75,9.75,24.12,16.75,19.69,22.48,6.37,53.17
1777238425,10.69,27.50,10.00,23.75,16.70,19.62,22.45,7.08,53.35
1777238426,10.69,27.75,10.00,23.75,16.69,19.47,22.42,7.10,53.40
1777238428,10.69,27.50,9.50,23.79,16.68,19.53,22.43,6.12,53.26
1777238429,10.63,27.25,9.75,23.55,16.66,19.62,22.44,6.51,53.39
1777238431,10.63,27.50,10.25,24.02,16.72,19.44,22.41,6.83,53.45
1777238433,10.69,27.75,9.75,23.93,16.71,19.52,22.42,5.99,53.34
1777238434,10.63,27.50,10.00,23.77,16.69,19.45,22.40,6.62,53.47
1777238436,10.63,27.50,9.75,23.70,16.68,19.56,22.41,6.51,53.48
1777238437,10.69,27.75,10.00,23.86,16.71,19.52,22.40,6.69,53.52
1777238439,10.63,27.50,10.00,23.71,16.69,19.44,22.38,7.02,53.61
1777238441,10.69,27.50,10.25,23.91,16.72,19.66,22.43,6.51,53.55
1777238442,10.63,27.25,10.00,23.59,16.69,19.70,22.42,6.16,53.51
1777238444,10.63,27.25,9.75,23.81,16.72,19.40,22.39,6.08,53.51
1777238445,10.56,27.50,10.00,23.80,16.72,19.62,22.43,6.38,53.57
1777238447,10.63,28.00,9.75,23.79,16.71,19.62,22.44,6.12,53.53
1777238449,10.63,27.25,9.75,23.97,16.71,19.55,22.43,6.47,53.60
1777238450,10.63,28.00,9.50,23.87,16.73,19.48,22.42,6.53,53.61
1777238452,10.63,27.75,9.50,23.75,16.70,19.50,22.44,6.50,53.63
1777238453,10.56,27.75,9.50,23.96,16.76,19.63,22.47,6.44,53.61
1777238455,10.63,28.25,10.00,24.08,16.76,19.37,22.45,6.40,53.62
1777238457,10.56,28.25,9.75,23.87,16.74,19.45,22.47,6.65,53.69
1777238458,10.56,28.25,9.25,23.68,16.71,19.40,22.47,6.51,53.66
1777238460,10.56,27.75,9.50,23.84,16.74,19.62,22.51,6.18,53.60
1777238461,10.63,28.00,10.25,24.06,16.76,19.53,22.50,6.44,53.65
1777238463,10.56,28.25,9.50,23.65,16.71,19.47,22.49,6.50,53.65
1777238465,10.63,28.00,10.00,23.90,16.74,19.34,22.48,6.81,53.70
1777238466,10.56,28.00,9.75,23.84,16.74,19.46,22.52,6.37,53.64
1777238468,10.56,28.25,9.75,23.80,16.74,19.71,22.58,6.66,53.69
1777238469,10.56,28.00,10.00,23.58,16.72,19.54,22.56,6.39,53.66
1777238471,10.56,28.00,10.00,23.83,16.73,19.57,22.57,6.51,53.69
1777238473,10.56,28.50,10.00,23.80,16.76,19.62,22.60,6.47,53.69
1777238474,10.50,28.75,10.00,23.80,16.75,19.55,22.58,6.35,53.68
1777238476,10.56,28.75,10.00,23.91,16.75,19.53,22.57,6.42,53.71
1777238478,10.56,29.00,9.75,23.86,16.74,19.50,22.59,6.57,53.73
1777238479,10.63,29.00,10.75,23.76,16.73,19.53,22.64,6.24,53.68
1777238481,10.56,29.00,10.00,23.76,16.76,19.55,22.80,6.17,53.68
1777238482,10.63,28.75,10.50,23.80,16.81,19.54,22.96,6.37,53.72
1777238484,10.56,29.25,10.00,23.73,16.81,19.55,23.10,6.38,53.72
1777238486,10.63,29.25,10.50,23.86,16.87,19.48,23.14,6.41,53.70
1777238487,10.63,29.00,10.00,23.96,16.89,19.36,23.12,6.68,53.73
1777238489,10.56,28.75,10.00,23.95,16.85,19.52,23.11,6.98,53.74
1777238490,10.63,29.00,10.25,24.18,16.87,19.55,23.06,6.68,53.67
1777238492,10.63,29.00,10.00,23.68,16.78,19.44,22.99,6.20,53.56
1777238494,10.56,29.00,10.25,23.70,16.77,19.40,22.93,6.49,53.57
1777238495,10.63,28.75,10.00,23.76,16.78,19.47,22.92,6.62,53.56
1777238497,10.63,28.75,9.75,23.75,16.77,19.50,22.92,6.43,53.47
1777238498,10.63,28.25,10.00,24.05,16.81,19.46,22.95,6.24,53.41
1777238500,10.56,28.75,9.50,23.73,16.78,19.60,23.01,6.76,53.50
1777238502,10.56,28.50,9.75,23.79,16.78,19.52,22.96,6.42,53.41
1777238503,10.56,28.50,10.00,24.02,16.80,19.60,22.92,6.54,53.44
1777238505,10.56,28.75,10.25,23.92,16.79,19.45,22.85,6.12,53.38
1777238506,10.56,28.50,10.00,23.84,16.76,19.41,22.79,6.18,53.41
1777238508,10.56,28.50,10.25,24.19,16.78,19.55,22.75,6.39,53.44
1777238510,10.50,28.75,9.75,23.90,16.74,19.58,22.73,6.58,53.50
1777238511,10.56,29.00,10.25,24.04,16.77,19.59,22.71,6.77,53.56
1777238513,10.56,28.75,10.25,23.78,16.74,19.62,22.69,6.41,53.52
1777238514,10.56,28.25,9.75,23.79,16.74,19.72,22.71,6.48,53.56
1777238516,10.63,28.50,10.25,23.79,16.73,19.62,22.69,6.72,53.63
1777238518,10.63,27.75,10.00,23.91,16.76,19.53,22.66,6.01,53.53
1777238519,10.56,28.25,10.00,23.80,16.73,19.52,22.66,6.59,53.65
1777238521,10.56,28.25,10.50,24.15,16.76,19.58,22.64,6.53,53.66
1777238522,10.63,28.00,9.75,23.87,16.73,19.67,22.64,6.53,53.67
1777238524,10.63,28.50,10.25,23.87,16.72,19.55,22.61,6.62,53.71
1777238526,10.56,28.50,10.25,23.92,16.74,19.69,22.62,6.58,53.71
1777238527,10.63,28.75,10.25,23.54,16.69,19.60,22.60,6.46,53.71
1777238529,10.56,28.00,10.25,23.75,16.71,19.52,22.61,6.51,53.72
1777238531,10.56,28.50,9.75,23.68,16.70,19.41,22.56,6.65,53.75
1777238532,10.56,28.50,9.75,23.81,16.71,19.50,22.57,6.51,53.74
1777238534,10.56,28.25,10.25,23.80,16.71,19.59,22.59,6.39,53.75
1777238535,10.56,28.75,10.25,23.59,16.71,19.55,22.58,6.36,53.73
1777238537,10.56,28.75,10.25,23.79,16.73,19.52,22.58,6.14,53.73
1777238539,10.63,28.25,10.25,23.82,16.72,19.57,22.58,6.49,53.79
1777238540,10.56,28.75,10.25,23.69,16.72,19.53,22.58,6.35,53.78
1777238542,10.50,29.00,10.25,23.73,16.72,19.61,22.63,6.52,53.84
1777238543,10.56,28.50,10.50,24.05,16.75,19.37,22.61,6.26,53.80
1777238545,10.56,28.25,10.25,24.09,16.76,19.49,22.65,6.54,53.87
1777238547,10.56,28.75,10.50,23.66,16.71,19.46,22.69,6.32,53.83
1777238548,10.56,28.75,10.50,23.73,16.77,19.39,22.76,6.57,53.89
1777238550,10.63,29.00,10.50,23.80,16.77,19.66,22.86,6.43,53.88
1777238551,10.63,29.00,10.50,23.84,16.78,19.74,22.91,7.17,54.03
1777238553,10.63,29.00,9.75,23.86,16.81,19.56,22.92,6.24,53.87
1777238555,10.63,28.75,10.25,23.70,16.81,19.53,22.97,6.50,53.92
1777238556,10.63,29.00,10.00,23.70,16.79,19.48,22.98,6.56,53.94
1777238558,10.63,28.75,10.00,23.69,16.79,19.63,23.01,6.55,53.93
1777238559,10.63,28.50,10.00,24.02,16.81,19.36,22.94,6.59,53.95
1777238561,10.63,28.50,10.25,23.84,16.78,19.52,22.91,6.15,53.86
1777238563,10.63,28.50,10.50,24.11,16.81,19.45,22.85,6.43,53.89
1777238564,10.69,28.25,10.25,23.95,16.79,19.30,22.80,6.72,53.93
1777238566,10.63,28.75,10.50,24.13,16.80,19.52,22.76,6.34,53.88
1777238567,10.69,28.75,10.50,23.83,16.77,19.48,22.73,6.64,53.91
1777238569,10.63,28.50,9.75,23.69,16.76,19.48,22.70,6.20,53.82
1777238571,10.63,28.25,10.75,23.73,16.76,19.37,22.65,6.75,53.92
1777238572,10.63,29.00,10.75,24.02,16.79,19.55,22.69,6.41,53.85
1777238574,10.69,28.00,10.25,24.08,16.80,19.54,22.66,7.19,53.99
1777238576,10.63,28.25,10.25,23.76,16.77,19.37,22.63,6.49,53.87
1777238577,10.69,28.25,10.50,23.99,16.79,19.55,22.62,6.50,53.85
1777238579,10.69,28.25,10.25,23.92,16.78,19.54,22.60,6.53,53.86
1777238580,10.63,28.00,10.50,23.80,16.75,19.64,22.60,6.62,53.88
1777238582,10.63,28.25,9.75,24.01,16.79,19.44,22.56,6.33,53.83
1777238584,10.63,28.00,9.75,23.80,16.77,19.49,22.55,6.47,53.85
1777238585,10.69,28.25,10.25,23.77,16.77,19.62,22.57,6.46,53.84
1777238587,10.63,28.00,10.25,24.16,16.81,19.47,22.54,6.45,53.86
1777238588,10.63,28.00,10.00,23.79,16.75,19.61,22.52,6.16,53.83
1777238590,10.56,28.00,10.00,23.65,16.74,19.37,22.49,6.17,53.83
1777238592,10.63,28.00,10.00,24.08,16.80,19.40,22.49,5.98,53.81
1777238593,10.63,28.00,9.75,23.89,16.77,19.41,22.49,6.09,53.85
1777238595,10.63,27.75,10.00,24.11,16.79,19.70,22.52,6.33,53.92
1777238596,10.56,27.75,10.00,23.84,16.77,19.37,22.48,6.76,54.04
1777238598,10.56,27.75,9.50,24.01,16.79,19.52,22.52,5.99,53.91
1777238600,10.56,27.25,9.75,23.95,16.77,19.45,22.52,6.36,54.00
1777238601,10.56,27.50,10.00,24.08,16.80,19.53,22.55,6.50,54.05
1777238603,10.56,27.75,10.00,24.06,16.80,19.55,22.54,6.14,54.01
1777238604,10.56,27.25,9.75,24.07,16.79,19.53,22.55,5.99,54.02
1777238606,10.56,27.75,10.25,23.69,16.76,19.37,22.53,6.74,54.18
1777238608,10.56,27.25,9.75,23.84,16.76,19.59,22.51,6.12,54.11
1777238609,10.50,27.50,10.00,23.81,16.76,19.60,22.55,6.44,54.17
1777238611,10.50,27.00,10.00,23.82,16.78,19.58,22.55,6.17,54.15
1777238612,10.50,27.50,10.25,24.09,16.82,19.45,22.52,6.09,54.17
1777238614,10.50,26.75,10.00,24.06,16.81,19.48,22.51,6.10,54.18
1777238616,10.56,27.25,10.25,23.97,16.77,19.65,22.55,6.26,54.24
1777238617,10.56,27.50,10.00,23.82,16.77,19.34,22.51,6.00,54.22
1777238619,10.50,27.75,10.25,24.17,16.82,19.57,22.52,6.45,54.30
1777238620,10.56,27.50,10.25,23.75,16.75,19.52,22.50,6.02,54.24
1777238622,10.56,27.00,10.25,23.84,16.77,19.34,22.51,6.49,54.35
1777238624,10.50,27.25,9.75,23.88,16.76,19.55,22.50,6.12,54.30
1777238625,10.56,27.50,9.75,23.87,16.77,19.44,22.49,6.01,54.31
1777238627,10.56,27.75,10.00,24.20,16.81,19.52,22.49,6.08,54.33
1777238629,10.56,27.75,10.25,24.09,16.81,19.55,22.50,6.23,54.37
1777238630,10.56,27.00,10.25,23.93,16.80,19.34,22.48,6.24,54.38
1777238632,10.56,27.50,10.00,23.92,16.80,19.48,22.49,6.45,54.41
1777238633,10.56,27.50,10.25,23.96,16.80,19.50,22.50,6.16,54.40
1777238635,10.56,27.50,9.50,24.06,16.82,19.44,22.49,6.28,54.42
1777238637,10.50,27.75,9.75,23.73,16.78,19.40,22.50,6.21,54.43
1777238638,10.50,26.75,10.00,23.83,16.79,19.37,22.49,6.19,54.45
1777238640,10.50,27.00,10.00,24.01,16.80,19.48,22.51,6.01,54.44
1777238641,10.50,27.50,10.00,23.81,16.79,19.52,22.54,6.33,54.51
1777238643,10.50,26.75,9.75,23.65,16.77,19.45,22.57,6.50,54.57
1777238645,10.50,27.00,10.00,24.01,16.82,19.41,22.58,6.20,54.54
1777238646,10.44,27.00,9.75,23.91,16.80,19.34,22.58,6.65,54.67
1777238648,10.44,26.25,9.50,24.27,16.85,19.49,22.60,6.21,54.63
1777238649,10.44,26.75,10.00,23.75,16.78,19.54,22.62,6.01,54.62
1777238651,10.44,26.75,9.75,23.84,16.78,19.38,22.58,6.39,54.73
1777238653,10.44,27.00,9.25,23.73,16.77,19.41,22.60,5.94,54.71
1777238654,10.38,27.25,10.00,23.85,16.79,19.45,22.61,6.11,54.75
1777238656,10.38,26.75,10.00,23.84,16.79,19.53,22.62,6.20,54.84
1777238657,10.44,26.75,10.00,24.08,16.82,19.59,22.61,6.03,54.85
1777238659,10.44,26.25,10.00,23.89,16.80,19.54,22.59,6.25,54.94
1777238661,10.38,27.00,10.00,23.95,16.81,19.47,22.59,6.22,54.97
1777238662,10.38,27.00,10.25,24.00,16.83,19.48,22.60,6.00,54.97
1777238664,10.38,27.00,10.25,24.23,16.85,19.38,22.58,5.84,54.98
1777238665,10.38,26.75,10.00,23.66,16.77,19.33,22.57,6.32,55.09
1777238667,10.44,27.25,10.00,23.65,16.78,19.43,22.59,6.20,55.10
1777238669,10.44,27.25,10.00,23.82,16.81,19.40,22.57,6.02,55.09
1777238670,10.44,27.00,9.50,23.89,16.83,19.48,22.58,5.93,55.09
1777238672,10.38,27.25,10.00,24.16,16.85,19.48,22.60,5.77,55.08
1777238673,10.38,27.00,9.75,23.75,16.80,19.30,22.56,6.06,55.14
1777238675,10.38,26.50,9.50,24.01,16.85,19.46,22.60,6.25,55.20
1777238677,10.38,27.25,10.00,23.87,16.81,19.48,22.60,6.09,55.17
1777238678,10.38,26.75,9.75,23.95,16.85,19.32,22.58,5.89,55.15
1777238680,10.38,27.00,10.25,23.80,16.81,19.52,22.62,5.97,55.16
1777238682,10.38,27.00,9.75,23.31,16.76,19.47,22.61,6.11,55.20
1777238683,10.31,27.50,9.75,23.65,16.80,19.47,22.64,5.90,55.16
1777238685,10.38,27.25,10.00,23.91,16.83,19.37,22.62,6.25,55.25
1777238686,10.38,27.25,9.50,23.86,16.83,19.28,22.62,6.02,55.22
1777238688,10.38,27.50,9.50,23.82,16.83,19.34,22.66,6.22,55.27
1777238690,10.38,27.25,10.25,23.73,16.81,19.47,22.69,5.98,55.21
1777238691,10.44,27.25,10.00,23.80,16.84,19.30,22.67,5.98,55.22
1777238693,10.38,27.00,10.25,23.82,16.85,19.29,22.67,6.52,55.33
1777238694,10.44,27.00,10.00,23.89,16.85,19.29,22.69,6.07,55.23
1777238696,10.38,27.25,9.75,23.91,16.84,19.29,22.70,6.24,55.28
1777238698,10.38,27.50,9.75,23.87,16.85,19.22,22.70,5.96,55.21
1777238699,10.44,27.00,10.00,23.61,16.83,19.09,22.68,6.13,55.23
1777238701,10.44,27.25,10.00,23.87,16.87,19.39,22.72,6.01,55.22
1777238702,10.38,27.50,9.75,23.75,16.87,19.48,22.73,5.99,55.21
1777238704,10.38,27.50,9.75,23.68,16.86,19.18,22.70,5.84,55.19
1777238706,10.38,27.50,10.00,23.66,16.86,19.19,22.72,6.01,55.21
1777238707,10.38,27.50,9.75,23.81,16.88,19.19,22.70,5.99,55.22
1777238709,10.38,28.00,9.75,23.84,16.88,19.41,22.75,6.14,55.24
1777238710,10.38,27.50,10.00,23.88,16.89,19.21,22.71,6.01,55.23
1777238712,10.31,28.00,10.00,23.70,16.88,19.30,22.74,5.84,55.21
1777238714,10.38,27.50,10.00,23.88,16.91,19.19,22.73,5.94,55.25
1777238715,10.38,28.25,9.75,23.69,16.89,19.39,22.79,6.37,55.31
1777238717,10.38,28.00,10.25,23.87,16.91,19.14,22.78,6.31,55.30
1777238718,10.38,28.50,10.25,23.65,16.88,19.25,22.81,6.15,55.29
1777238720,10.38,28.50,10.25,23.30,16.85,19.10,22.80,6.18,55.29
1777238722,10.38,28.50,10.50,23.49,16.88,19.26,22.82,6.50,55.36
1777238723,10.44,28.50,10.25,23.70,16.90,19.19,22.83,6.36,55.31
1777238725,10.44,28.25,10.00,23.56,16.90,19.27,22.86,6.13,55.29
1777238726,10.44,28.75,10.25,23.69,16.92,19.37,22.88,5.97,55.24
1777238728,10.44,28.75,10.50,23.22,16.87,19.23,22.88,6.03,55.25
1777238730,10.44,28.50,10.75,23.77,16.95,19.14,22.89,6.31,55.27
1777238731,10.44,28.75,10.25,23.58,16.92,19.14,22.89,6.20,55.22
1777238733,10.44,29.00,10.50,23.58,16.93,19.15,22.91,6.59,55.26
1777238735,10.44,29.00,10.50,23.54,16.92,19.30,22.95,6.49,55.21
1777238736,10.44,29.25,10.50,23.70,16.96,19.13,22.94,6.33,55.15
1777238738,10.44,29.25,10.00,23.53,16.93,19.33,22.97,6.09,55.07
1777238739,10.44,29.75,10.75,23.79,16.97,19.16,22.96,6.22,55.07
1777238741,10.50,29.00,10.50,23.69,16.95,19.19,22.98,6.09,55.01
1777238743,10.50,29.75,10.75,23.79,16.98,19.04,22.97,6.25,55.00
1777238744,10.50,29.50,9.75,23.33,16.92,19.21,22.99,6.11,54.93
1777238746,10.50,29.50,10.75,23.54,16.96,19.28,23.02,6.11,54.90
1777238747,10.50,29.75,10.25,23.68,16.99,19.22,23.06,6.68,54.95
1777238749,10.50,29.75,9.75,23.82,17.04,19.03,23.11,6.61,54.88
1777238751,10.50,29.75,10.75,23.20,17.02,19.26,23.26,6.39,54.80
1777238752,10.44,29.75,10.00,23.49,17.08,19.19,23.37,6.32,54.75
1777238754,10.56,30.00,10.50,23.58,17.12,19.36,23.45,6.67,54.77
1777238755,10.56,29.75,10.75,23.73,17.15,19.13,23.45,6.54,54.69
1777238757,10.56,29.25,9.75,23.64,17.13,19.09,23.49,6.46,54.62
1777238759,10.56,29.50,10.00,23.28,17.10,19.06,23.51,6.58,54.58
1777238760,10.50,29.50,10.25,23.58,17.13,19.33,23.55,6.48,54.54
1777238762,10.50,29.75,10.00,23.73,17.16,19.33,23.55,6.77,54.53
1777238763,10.56,29.75,10.00,23.76,17.17,19.15,23.54,6.65,54.49
1777238765,10.56,29.50,10.25,23.78,17.16,19.01,23.48,6.81,54.47
1777238767,10.56,29.50,10.50,23.52,17.11,19.07,23.42,6.72,54.44
1777238768,10.50,29.25,10.25,23.65,17.08,19.33,23.41,6.37,54.33
1777238770,10.56,29.75,10.50,23.78,17.07,19.34,23.34,6.44,54.32
1777238771,10.56,29.75,10.00,23.53,17.01,19.38,23.34,6.62,54.33
1777238773,10.50,29.75,10.25,23.62,17.00,19.05,23.23,6.74,54.34
1777238775,10.56,29.75,9.75,23.80,17.01,19.19,23.22,5.98,54.19
1777238776,10.56,29.50,10.25,23.32,16.96,19.28,23.20,6.13,54.22
1777238778,10.50,29.75,10.75,23.48,16.95,19.28,23.20,6.19,54.21
1777238780,10.56,30.00,10.50,23.54,16.97,19.36,23.21,6.69,54.30
1777238781,10.56,30.00,10.00,23.60,16.97,19.13,23.19,6.11,54.18
1777238783,10.56,30.00,10.50,23.61,16.98,19.01,23.24,6.32,54.21
1777238784,10.56,29.75,10.50,23.39,16.98,19.23,23.38,6.14,54.20
1777238786,10.56,29.75,10.00,23.87,17.07,19.13,23.47,6.49,54.25
1777238788,10.56,30.00,10.50,23.49,17.05,19.15,23.51,6.51,54.26
1777238789,10.56,30.00,10.00,23.58,17.07,19.33,23.57,6.66,54.29
1777238791,10.56,30.00,9.50,23.31,17.03,19.18,23.52,6.06,54.18
1777238792,10.56,30.00,10.75,23.22,17.00,19.21,23.45,6.58,54.24
1777238794,10.56,29.75,10.00,23.62,17.03,19.29,23.40,6.51,54.22
1777238796,10.56,29.75,10.00,23.56,17.01,19.15,23.34,6.62,54.23
1777238797,10.56,29.50,10.25,23.55,17.00,19.22,23.35,6.60,54.20
1777238799,10.63,30.25,9.75,23.48,17.00,19.34,23.38,6.44,54.14
1777238800,10.63,30.00,10.75,23.76,17.03,19.25,23.42,6.49,54.14
1777238802,10.63,30.00,10.00,23.92,17.07,19.22,23.44,6.57,54.14
1777238804,10.63,30.25,10.50,23.54,17.01,19.30,23.42,6.51,54.12
1777238805,10.63,29.75,9.75,23.62,17.01,19.21,23.38,6.51,54.10
1777238807,10.63,29.75,10.00,23.30,16.93,19.13,23.30,6.69,54.11
1777238808,10.56,30.25,10.00,23.69,17.00,19.30,23.29,6.44,54.08
1777238810,10.63,30.00,10.00,23.52,16.95,19.19,23.26,6.41,54.04
1777238812,10.63,30.25,10.25,23.67,16.95,19.15,23.24,6.32,54.01
1777238813,10.56,29.50,10.25,23.28,16.92,19.25,23.25,6.48,54.04
1777238815,10.63,29.75,10.00,23.78,16.98,19.10,23.24,6.34,54.00
1777238816,10.63,30.00,10.25,23.74,16.96,19.11,23.22,6.51,54.02
1777238818,10.63,30.00,10.50,23.77,16.98,19.15,23.21,6.83,54.06
1777238820,10.63,30.25,9.75,23.25,16.91,19.13,23.19,6.21,53.96
1777238821,10.63,30.00,10.25,23.69,16.96,19.16,23.22,6.31,53.97
1777238823,10.63,30.00,10.00,23.49,16.95,19.26,23.30,6.50,53.99
1777238824,10.63,30.00,10.50,23.54,16.99,19.19,23.38,6.48,53.99
1777238826,10.63,29.75,10.25,23.87,17.04,19.23,23.43,6.48,53.99
1777238828,10.63,30.00,10.25,23.76,17.05,19.24,23.46,6.50,53.99
1777238829,10.63,29.50,10.25,23.63,17.03,19.33,23.49,6.51,54.00
1777238831,10.63,30.00,10.25,23.73,17.06,19.40,23.47,6.79,54.04
1777238833,10.63,30.00,10.25,23.37,17.00,19.09,23.38,6.36,53.95
1777238834,10.63,30.00,10.25,23.35,16.98,19.23,23.32,6.48,53.96
1777238836,10.63,30.00,10.50,23.87,17.03,19.10,23.26,6.59,53.98
1777238837,10.63,30.25,10.00,23.56,16.98,19.26,23.21,6.45,53.93
1777238839,10.63,30.00,10.00,23.44,16.95,19.22,23.16,6.53,53.93
1777238841,10.63,30.00,10.25,23.85,16.99,19.15,23.11,6.41,53.92
1777238842,10.56,29.75,10.25,23.73,16.97,19.14,23.09,6.63,53.94
1777238844,10.56,30.00,10.00,23.59,16.98,19.16,23.06,6.51,53.93
