timestamp,temp1_black_evap_coil_side,temp2_tcouple_evap_coil_center,temp3_tcouple_by_fan,stemp1_ambient_room,shumid1_ambient_room,stemp2_outlet,shumid2_outlet,stemp3_inlet,shumid3_inlet
1777999841,8.75,12.75,9.25,21.76,41.16,17.38,49.93,21.13,43.43
1777999842,8.81,11.75,9.00,22.08,41.24,17.39,50.05,21.13,43.37
1777999844,8.75,12.50,9.00,22.01,41.26,17.16,50.18,21.09,43.31
1777999846,8.75,12.50,9.25,21.74,41.27,17.16,50.31,22.00,43.39
1777999847,8.81,12.50,9.25,21.89,41.32,17.23,50.40,21.54,43.32
1777999849,8.81,12.75,9.50,21.95,41.35,17.21,50.48,21.55,43.34
1777999850,8.88,12.50,9.00,21.76,41.36,17.13,50.52,21.55,43.42
1777999852,8.81,12.50,9.25,21.72,41.37,17.13,50.59,21.32,43.50
1777999854,8.94,12.50,8.75,21.81,41.39,17.15,50.70,21.41,43.61
1777999855,9.00,12.25,9.25,21.78,41.43,17.06,50.79,21.24,43.57
1777999857,9.00,12.25,9.25,21.79,41.46,17.16,50.92,21.20,43.63
1777999858,8.94,12.75,9.25,21.70,41.46,17.02,51.00,21.57,43.71
1777999860,9.00,12.75,8.75,21.83,41.52,17.09,51.10,21.50,43.69
1777999862,9.00,12.50,8.75,21.87,41.57,17.07,51.24,21.61,43.69
1777999863,9.06,12.00,9.00,21.75,41.56,17.03,51.39,21.35,43.61
1777999865,9.13,12.00,8.75,21.79,41.60,16.83,51.46,21.02,43.50
1777999866,9.06,12.50,8.75,21.76,41.57,16.74,51.51,21.36,43.53
1777999868,9.06,12.25,9.00,21.57,41.58,16.85,51.57,20.95,43.53
1777999870,9.06,12.50,9.25,21.78,41.65,16.87,51.69,20.89,43.57
1777999871,9.13,12.25,8.75,21.80,41.70,16.76,51.80,21.01,43.70
1777999873,9.13,12.25,9.00,21.68,41.75,16.87,51.91,20.91,43.82
1777999875,9.13,12.00,8.75,21.52,41.76,16.69,51.99,21.30,43.91
1777999876,9.13,11.75,9.00,21.66,41.84,16.64,52.11,21.02,43.89
1777999878,9.19,12.00,9.00,21.51,41.84,16.70,52.23,21.65,44.11
1777999879,9.13,11.75,8.75,21.41,41.84,16.60,52.34,20.96,44.11
1777999881,9.19,12.00,8.75,21.67,41.89,16.53,52.39,20.92,44.14
1777999883,9.13,12.50,8.75,21.55,41.89,16.62,52.51,21.02,44.17
1777999884,9.19,12.25,8.75,21.65,41.93,16.59,52.54,20.80,44.19
1777999886,9.19,13.00,8.75,21.56,41.95,16.61,52.60,20.66,44.24
1777999887,9.19,12.75,9.00,21.62,41.96,16.50,52.65,21.17,44.43
1777999889,9.19,12.50,8.75,21.52,41.98,16.36,52.68,21.10,44.52
1777999891,9.19,13.25,8.25,21.69,42.05,16.57,52.80,20.98,44.65
1777999892,9.25,12.50,8.75,21.61,42.05,16.49,52.86,20.79,44.77
1777999894,9.31,12.50,9.00,21.73,42.12,16.44,52.95,20.44,44.88
1777999895,9.31,13.25,8.50,21.68,42.12,16.46,53.05,20.63,45.06
1777999897,9.31,12.75,9.00,21.64,42.14,16.27,53.10,20.80,45.21
1777999899,9.31,12.50,8.25,21.65,42.17,16.29,53.17,20.72,45.19
1777999900,9.38,12.25,8.75,21.34,42.14,16.28,53.25,20.50,45.10
1777999902,9.38,13.00,8.75,21.69,42.21,16.29,53.33,20.64,45.07
1777999903,9.31,13.00,8.75,21.30,42.18,16.33,53.37,20.37,45.00
1777999905,9.38,12.75,8.75,21.59,42.25,16.14,53.39,20.51,45.01
1777999907,9.44,13.00,8.75,21.35,42.24,16.30,53.44,20.30,45.00
1777999908,9.44,13.25,8.75,21.64,42.32,16.27,53.49,20.32,45.04
1777999910,9.44,12.75,8.75,21.55,42.35,16.22,53.55,20.47,45.15
1777999911,9.50,13.00,8.75,21.65,42.38,16.23,53.59,20.76,45.39
1777999913,9.50,13.00,8.25,21.31,42.37,15.96,53.61,20.56,45.56
1777999915,9.50,13.25,8.00,21.32,42.42,15.89,53.71,20.48,45.70
1777999916,9.50,13.25,9.00,21.19,42.43,15.78,53.81,20.65,45.91
1777999918,9.63,12.75,8.75,21.19,42.47,15.74,53.80,20.23,45.93
1777999919,9.63,13.00,8.25,21.18,42.49,15.69,53.93,20.67,46.09
1777999921,9.63,13.00,8.25,21.29,42.55,15.73,54.10,20.29,46.11
1777999923,9.69,13.00,8.75,21.37,42.56,15.70,54.27,20.24,46.19
1777999924,9.63,12.50,8.00,21.59,42.61,15.59,54.39,20.39,46.27
1777999926,9.69,12.75,8.50,20.89,42.51,15.56,54.51,20.50,46.36
1777999927,9.69,12.75,8.25,21.02,42.58,15.57,54.62,20.37,46.39
1777999929,9.69,13.00,8.75,21.17,42.65,15.52,54.69,20.13,46.56
1777999931,9.81,12.50,8.50,21.03,42.66,15.60,54.84,20.38,46.71
1777999932,9.81,12.50,8.75,21.09,42.73,15.47,54.99,20.03,46.65
1777999934,9.81,12.50,8.75,21.15,42.78,15.44,55.10,20.08,46.65
1777999936,9.88,12.75,8.50,21.34,42.84,15.45,55.21,20.10,46.65
1777999937,9.81,13.00,8.25,20.96,42.77,15.41,55.34,20.08,46.56
1777999939,9.81,13.50,8.50,21.56,42.89,15.45,55.47,19.97,46.45
1777999940,9.81,13.25,8.50,21.13,42.84,15.36,55.54,20.30,46.63
1777999942,9.88,13.25,8.50,20.99,42.85,15.35,55.63,20.05,46.83
1777999944,9.88,13.25,8.75,21.17,42.89,15.37,55.70,20.02,47.06
1777999945,9.88,13.00,8.75,21.18,42.88,15.41,55.81,20.15,47.27
1777999947,9.94,13.00,8.75,20.99,42.86,15.45,55.84,20.05,47.40
1777999948,9.88,13.00,8.50,20.98,42.87,15.36,55.83,20.23,47.53
1777999950,9.88,13.25,8.00,20.92,42.88,15.28,55.86,19.98,47.63
1777999952,9.94,13.00,8.50,21.15,42.94,15.37,55.88,20.16,47.72
1777999953,9.94,12.75,8.25,21.09,42.94,15.28,55.90,19.98,47.64
1777999955,10.00,13.25,8.50,21.14,42.97,15.29,55.89,19.85,47.47
1777999956,10.00,13.00,8.00,20.94,42.99,15.16,55.88,20.14,47.49
1777999958,10.00,13.00,8.25,20.83,42.99,15.19,55.89,19.75,47.39
1777999960,10.00,13.00,8.00,21.43,43.12,15.10,55.87,20.02,47.41
1777999961,10.06,13.00,8.75,20.99,43.09,15.17,55.95,20.08,47.42
1777999963,10.06,13.50,8.75,20.83,43.13,15.26,56.03,19.91,47.41
1777999964,10.00,13.00,8.50,21.01,43.16,15.19,56.07,19.45,47.42
1777999966,10.06,13.00,8.50,20.98,43.19,15.12,56.15,19.62,47.61
1777999968,10.13,12.75,8.25,20.94,43.22,15.08,56.25,19.76,47.71
1777999969,10.06,13.00,7.75,20.90,43.20,15.09,56.35,19.73,47.61
1777999971,10.13,13.00,8.75,21.04,43.21,14.98,56.39,19.60,47.43
1777999972,10.19,13.00,8.00,20.93,43.19,15.04,56.44,19.63,47.31
1777999974,10.19,12.75,8.00,21.05,43.23,14.93,56.46,19.75,47.16
1777999976,10.19,13.00,8.25,20.98,43.25,14.94,56.50,19.92,47.08
1777999977,10.19,12.75,8.25,21.23,43.30,15.18,56.61,19.87,47.01
1777999979,10.25,12.00,8.25,20.95,43.26,14.95,56.64,19.77,46.95
1777999980,10.19,13.00,8.50,20.83,43.25,15.07,56.70,19.87,46.99
1777999982,10.19,12.50,8.00,20.90,43.29,14.94,56.71,19.80,46.99
1777999984,10.19,12.75,8.25,20.92,43.32,14.94,56.73,19.41,46.86
1777999985,10.25,13.00,8.25,20.76,43.30,14.98,56.78,19.99,46.93
1777999987,10.25,12.75,7.75,21.15,43.40,14.99,56.81,19.52,46.88
1777999989,10.25,12.50,8.00,21.08,43.43,15.10,56.85,18.88,46.86
1777999990,10.25,13.00,8.00,20.94,43.43,15.05,56.88,19.34,46.96
1777999992,10.31,12.75,8.25,20.78,43.44,15.04,56.89,19.12,46.92
1777999993,10.31,12.75,8.25,20.57,43.39,14.93,56.88,19.50,46.98
1777999995,10.31,12.50,8.00,21.15,43.48,14.91,56.87,19.45,46.96
1777999997,10.31,13.00,8.25,20.82,43.47,14.96,56.90,19.97,46.99
1777999998,10.31,12.50,8.25,20.59,43.44,14.85,56.91,19.30,46.83
1778000000,10.31,12.50,8.25,20.87,43.53,14.91,56.96,19.58,46.84
1778000001,10.31,13.00,8.50,20.67,43.53,14.83,56.99,18.87,46.74
1778000003,10.38,12.50,8.50,20.67,43.56,14.89,57.05,19.15,46.80
1778000005,10.38,12.75,8.50,20.87,43.61,14.81,57.13,19.21,46.95
1778000006,10.38,12.75,8.00,20.85,43.64,14.87,57.20,19.19,47.12
1778000008,10.31,12.50,8.50,20.79,43.64,14.88,57.24,19.06,47.23
1778000009,10.38,12.25,8.50,20.88,43.70,14.91,57.28,19.62,47.43
1778000011,10.38,12.00,8.25,20.78,43.71,14.88,57.33,18.97,47.47
1778000013,10.31,12.25,8.00,20.75,43.72,14.81,57.40,18.83,47.70
1778000014,10.31,11.75,8.00,20.81,43.75,14.83,57.46,18.81,47.93
1778000016,10.31,12.00,8.50,20.91,43.80,14.72,57.49,19.31,48.09
1778000017,10.38,12.25,8.25,20.80,43.79,14.82,57.58,19.27,48.09
1778000019,10.31,12.00,8.25,20.66,43.80,14.70,57.62,19.24,48.07
1778000021,10.38,12.25,8.50,20.92,43.87,14.71,57.70,18.76,47.94
1778000022,10.38,12.00,8.25,20.87,43.86,14.81,57.79,19.18,47.95
1778000024,10.38,12.25,8.50,20.57,43.87,14.79,57.85,18.70,47.95
1778000025,10.31,11.50,8.50,20.84,43.93,14.76,57.88,19.20,48.08
1778000027,10.31,12.00,8.50,20.62,43.90,14.60,57.93,18.72,48.06
1778000029,10.31,12.00,8.00,20.51,43.90,14.80,58.03,19.09,48.11
1778000030,10.38,12.25,8.75,20.45,43.92,14.66,58.04,19.00,48.09
1778000032,10.31,12.25,8.50,20.82,43.98,14.72,58.08,18.94,48.16
1778000034,10.38,12.50,8.50,20.45,43.95,14.71,58.10,19.24,48.27
1778000035,10.38,12.00,8.50,20.70,44.02,14.77,58.14,18.51,48.28
1778000037,10.44,12.25,8.50,20.44,44.03,14.76,58.18,19.02,48.52
1778000038,10.38,12.00,8.50,20.51,44.08,14.76,58.23,18.89,48.61
1778000040,10.38,12.25,8.25,20.50,44.11,14.61,58.24,18.71,48.61
1778000042,10.38,11.75,8.50,20.50,44.12,14.66,58.28,18.87,48.67
1778000043,10.44,12.25,8.00,20.65,44.15,14.75,58.33,18.91,48.71
1778000045,10.44,12.00,8.50,20.48,44.15,14.72,58.36,18.94,48.69
1778000046,10.38,12.00,8.50,20.51,44.15,14.65,58.38,18.73,48.69
1778000048,10.44,12.00,8.50,20.45,44.15,14.76,58.43,18.58,48.72
1778000050,10.38,12.25,8.25,20.59,44.17,14.76,58.45,19.13,49.05
1778000051,10.44,12.00,8.25,20.55,44.19,14.72,58.46,18.64,49.23
1778000053,10.44,12.00,8.00,20.40,44.18,14.61,58.45,18.63,49.36
1778000054,10.44,11.50,8.50,20.44,44.20,14.59,58.49,18.72,49.57
1778000056,10.44,12.00,8.00,20.37,44.21,14.66,58.54,18.37,49.74
1778000058,10.44,12.00,8.25,20.92,44.32,14.65,58.54,19.26,50.05
1778000059,10.44,11.25,8.50,20.55,44.28,14.80,58.55,18.50,49.93
1778000061,10.44,11.25,8.50,20.58,44.32,14.66,58.52,18.89,49.98
1778000062,10.44,11.00,8.00,20.96,44.42,14.59,58.51,18.64,49.95
1778000064,10.50,11.00,8.75,20.55,44.38,14.57,58.54,18.27,49.83
1778000066,10.44,11.00,8.25,20.80,44.44,14.64,58.56,19.09,49.84
1778000067,10.44,11.25,8.25,20.48,44.40,14.63,58.57,18.71,49.66
1778000069,10.44,11.25,8.25,20.33,44.40,14.59,58.57,18.54,49.66
1778000070,10.50,10.75,8.50,20.60,44.45,14.63,58.57,18.81,49.79
1778000072,10.50,10.75,8.25,20.62,44.49,14.57,58.59,18.58,49.89
1778000074,10.50,10.75,8.50,20.36,44.46,14.61,58.61,18.83,50.05
1778000075,10.44,11.00,8.50,20.95,44.57,14.59,58.62,18.66,50.09
1778000077,10.44,11.00,8.50,20.48,44.52,14.48,58.66,18.55,50.15
1778000079,10.50,11.00,8.25,20.70,44.55,14.61,58.71,18.77,50.29
1778000080,10.50,11.00,8.50,20.19,44.50,14.52,58.74,18.40,50.35
1778000082,10.50,10.75,8.50,20.37,44.55,14.49,58.76,18.83,50.52
1778000083,10.50,11.00,8.50,20.79,44.65,14.55,58.77,18.72,50.57
1778000085,10.50,11.25,8.25,20.45,44.61,14.57,58.76,18.33,50.55
1778000087,10.50,10.50,8.25,20.44,44.61,14.51,58.75,18.52,50.60
1778000088,10.50,11.00,8.50,20.33,44.60,14.51,58.76,18.05,50.55
1778000090,10.50,11.25,8.25,20.38,44.63,14.45,58.78,18.68,50.73
1778000091,10.50,11.25,8.50,20.37,44.64,14.52,58.77,18.66,50.80
1778000093,10.50,11.25,8.25,20.31,44.63,14.45,58.76,18.13,50.75
1778000095,10.50,11.25,8.50,20.27,44.65,14.44,58.74,18.16,50.84
1778000096,10.50,11.00,8.50,20.51,44.70,14.27,58.73,17.84,50.82
1778000098,10.50,11.25,8.25,20.32,44.71,14.29,58.76,18.11,50.82
1778000099,10.56,11.00,8.50,20.50,44.74,14.33,58.77,18.37,50.72
1778000101,10.50,11.00,8.50,20.37,44.74,14.27,58.86,18.26,50.59
1778000103,10.50,11.25,8.50,20.44,44.76,14.25,58.92,18.12,50.49
1778000104,10.50,11.25,8.25,20.84,44.85,14.42,59.02,18.20,50.44
1778000106,10.50,11.50,8.75,20.43,44.78,14.40,59.10,18.44,50.50
1778000107,10.50,11.00,8.25,20.44,44.81,14.34,59.16,18.27,50.48
1778000109,10.50,11.50,8.50,20.48,44.84,14.30,59.22,18.05,50.55
1778000111,10.50,10.75,8.50,20.23,44.81,14.41,59.29,18.50,50.75
1778000112,10.50,11.50,8.50,20.29,44.83,14.44,59.34,18.44,50.79
1778000114,10.50,11.50,8.75,20.47,44.88,14.31,59.30,18.24,50.73
1778000115,10.50,11.50,8.25,20.44,44.90,14.48,59.28,18.02,50.60
1778000117,10.50,11.00,8.50,20.36,44.89,14.22,59.18,18.38,50.56
1778000119,10.50,11.00,8.25,20.43,44.94,14.23,59.15,18.03,50.44
1778000120,10.50,11.00,8.25,20.45,44.95,14.27,59.14,17.84,50.35
1778000122,10.50,11.25,8.50,20.36,44.92,14.21,59.15,18.01,50.37
1778000123,10.50,11.25,8.00,20.36,44.95,14.24,59.21,17.77,50.30
1778000125,10.44,11.25,8.50,20.46,44.98,14.19,59.27,17.59,50.32
1778000127,10.44,11.25,8.50,20.37,44.97,14.24,59.34,18.40,50.58
1778000128,10.50,11.00,8.75,20.08,44.93,14.22,59.40,17.97,50.67
1778000130,10.50,10.75,8.75,20.61,45.03,14.21,59.47,18.06,50.84
1778000132,10.50,11.50,8.50,20.42,45.01,14.23,59.51,18.52,51.10
1778000133,10.50,11.25,8.25,20.17,44.96,14.16,59.51,18.38,51.25
1778000135,10.50,11.25,8.25,20.11,44.96,14.23,59.54,17.83,51.31
