timestamp,temp1_black_evap_coil_side,temp2_tcouple_evap_coil_center,temp3_tcouple_by_fan,stemp1_ambient_room,shumid1_ambient_room,stemp2_outlet,shumid2_outlet,stemp3_inlet,shumid3_inlet
1778007749,8.50,12.00,10.00,21.49,44.03,16.34,57.03,20.15,51.04
1778007750,8.44,12.00,9.25,21.34,44.01,16.37,57.04,20.08,51.03
1778007752,8.44,12.25,10.25,21.26,43.97,16.29,57.02,20.59,51.26
1778007754,8.44,11.75,9.75,21.16,43.93,16.33,57.05,20.36,51.62
1778007755,8.38,11.75,10.00,21.34,43.90,16.27,57.05,19.92,51.84
1778007757,8.44,12.00,9.50,21.26,43.87,16.24,57.07,20.44,52.33
1778007758,8.44,12.50,10.25,21.62,43.91,16.27,57.12,20.16,52.76
1778007760,8.44,11.50,10.00,21.69,43.92,16.23,57.13,20.01,53.00
1778007762,8.38,12.50,10.00,21.62,43.88,16.17,57.16,20.68,52.85
1778007763,8.38,12.00,10.00,21.76,43.92,16.23,57.21,20.12,52.38
1778007765,8.44,12.00,10.25,21.15,43.82,16.33,57.28,20.16,52.00
1778007766,8.44,12.25,10.25,21.30,43.86,16.11,57.28,20.17,51.69
1778007768,8.38,12.00,10.00,21.48,43.89,16.19,57.33,20.05,51.39
1778007770,8.38,12.00,10.25,21.33,43.87,16.23,57.39,20.16,51.18
1778007771,8.38,11.50,10.25,21.10,43.84,16.19,57.42,20.00,50.98
1778007773,8.44,11.75,10.00,21.16,43.87,16.12,57.47,20.45,50.91
1778007774,8.44,11.25,10.25,21.39,43.93,15.99,57.48,20.51,50.81
1778007776,8.44,12.25,10.00,21.15,43.87,16.00,57.51,20.61,50.70
1778007778,8.38,12.25,9.75,21.19,43.90,16.00,57.53,20.66,50.60
1778007779,8.44,12.00,10.25,21.39,43.98,16.12,57.57,20.15,50.43
1778007781,8.38,12.00,9.75,21.33,43.98,15.96,57.59,20.54,50.41
1778007782,8.38,11.75,10.25,21.37,43.99,16.01,57.62,20.66,50.37
1778007784,8.38,12.25,10.25,21.15,43.96,16.04,57.65,20.41,50.34
1778007786,8.44,12.50,9.75,21.52,44.02,16.08,57.72,20.28,50.43
1778007787,8.38,12.00,10.25,21.19,43.97,16.01,57.73,20.59,50.45
1778007789,8.44,11.75,10.00,21.15,43.95,16.11,57.79,19.74,50.24
1778007790,8.44,12.00,10.25,21.31,43.96,16.03,57.83,20.08,50.28
1778007792,8.44,12.00,10.25,21.42,43.97,15.97,57.84,20.07,50.25
1778007794,8.44,12.25,10.25,21.23,43.93,16.12,57.90,20.52,50.28
1778007795,8.44,12.50,10.00,21.60,44.00,16.09,57.97,20.19,50.24
1778007797,8.44,12.25,10.00,21.26,43.94,15.91,58.00,20.07,50.35
1778007798,8.44,12.25,10.25,21.60,44.01,16.12,58.05,20.04,50.63
1778007800,8.44,12.00,10.25,21.51,44.00,16.07,58.09,19.89,50.72
1778007802,8.50,12.50,10.25,21.31,43.97,15.95,58.08,19.91,50.64
1778007803,8.44,12.00,10.25,21.41,44.02,16.12,58.12,20.06,50.56
1778007805,8.44,11.75,10.25,21.24,44.02,16.05,58.13,20.30,50.51
1778007807,8.50,12.00,10.25,21.52,44.08,16.08,58.13,20.28,50.42
1778007808,8.44,12.00,10.25,21.34,44.04,16.09,58.12,19.97,50.31
1778007810,8.44,12.00,10.00,21.18,44.03,16.05,58.08,19.84,50.24
1778007811,8.50,12.25,10.00,21.36,44.06,16.06,58.07,20.04,50.23
1778007813,8.50,12.00,10.50,21.14,44.01,15.94,58.05,19.87,50.17
1778007815,8.50,12.25,10.25,21.17,44.01,16.01,58.05,19.90,50.12
1778007816,8.38,12.25,10.00,21.58,44.07,15.95,58.03,19.99,50.10
1778007818,8.38,12.25,10.25,21.03,43.99,15.90,58.02,20.20,50.12
1778007819,8.38,12.25,10.50,21.26,44.00,15.98,58.02,19.80,50.02
1778007821,8.38,12.25,10.50,21.24,44.00,15.93,58.02,20.14,50.03
1778007823,8.44,12.00,10.50,21.45,44.00,15.97,58.04,20.13,49.98
1778007824,8.38,12.25,10.75,21.15,43.97,15.96,58.08,20.04,49.96
1778007826,8.38,12.00,10.75,21.50,44.01,15.87,58.09,20.14,49.92
1778007827,8.38,12.00,10.75,21.44,44.02,15.86,58.14,20.23,49.97
1778007829,8.38,12.50,11.00,21.58,44.04,15.77,58.18,20.27,49.97
1778007831,8.38,12.00,11.00,21.48,44.05,15.89,58.27,20.57,50.00
1778007832,8.38,12.75,10.75,21.16,44.00,15.77,58.32,20.29,49.96
1778007834,8.31,12.25,10.50,21.62,44.07,15.90,58.39,20.27,49.97
1778007835,8.38,11.75,10.75,21.49,44.05,15.86,58.45,19.95,49.93
1778007837,8.38,12.50,10.50,21.68,44.10,15.89,58.52,20.08,50.00
1778007839,8.38,12.25,10.75,20.93,44.00,15.85,58.56,20.40,50.10
1778007840,8.38,12.25,10.50,21.58,44.11,15.85,58.67,19.90,49.99
1778007842,8.38,12.25,10.25,21.13,44.04,15.89,58.75,20.06,49.99
1778007843,8.38,11.75,10.75,21.50,44.11,15.80,58.77,20.24,50.06
1778007845,8.38,12.25,10.50,21.16,44.07,15.75,58.78,20.41,50.14
1778007847,8.44,12.50,10.75,21.46,44.12,15.76,58.85,20.12,50.10
1778007848,8.38,12.25,10.50,21.39,44.11,15.77,58.91,20.19,50.11
1778007850,8.44,12.75,10.50,21.58,44.16,15.77,58.95,20.01,50.12
1778007851,8.38,12.25,10.75,20.98,44.08,15.77,58.97,20.11,50.15
1778007853,8.38,11.75,10.25,21.44,44.15,15.74,59.02,20.39,50.19
1778007855,8.44,12.50,10.75,21.58,44.17,15.72,59.04,20.01,50.08
1778007856,8.50,11.50,10.75,21.06,44.08,15.66,59.04,20.42,50.13
1778007858,8.44,12.00,10.75,21.61,44.17,15.83,59.05,20.16,50.04
1778007860,8.38,12.50,10.50,21.41,44.14,15.81,59.04,20.10,50.00
1778007861,8.38,12.50,10.75,21.34,44.11,15.64,59.02,20.37,50.03
1778007863,8.38,12.25,10.50,21.15,44.06,15.68,59.03,20.23,50.07
1778007864,8.44,12.00,10.75,21.41,44.11,15.69,59.03,20.08,50.06
1778007866,8.50,11.75,10.75,21.28,44.10,15.77,59.06,19.98,50.03
1778007868,8.44,12.25,10.50,21.30,44.10,15.70,59.05,20.16,50.02
1778007869,8.38,12.25,10.50,21.49,44.14,15.87,59.08,19.95,49.94
1778007871,8.38,12.00,10.25,21.15,44.08,15.77,59.06,20.12,49.93
1778007872,8.44,12.25,10.50,21.65,44.18,15.71,59.03,19.97,49.90
1778007874,8.38,12.25,10.25,21.54,44.17,15.86,59.05,20.44,49.98
1778007876,8.44,12.25,10.25,20.93,44.07,15.68,59.00,19.75,49.87
1778007877,8.50,12.00,10.75,21.62,44.18,15.69,58.99,19.90,49.87
1778007879,8.44,12.00,10.50,20.87,44.05,15.77,58.97,20.11,49.88
1778007880,8.44,12.25,10.75,21.61,44.16,15.58,58.95,20.04,49.85
1778007882,8.38,11.75,10.50,21.03,44.07,15.64,58.93,20.01,49.86
1778007884,8.38,11.75,10.50,21.32,44.12,15.84,58.94,20.24,49.88
1778007885,8.38,12.25,10.50,21.16,44.09,15.70,58.88,19.81,49.78
1778007887,8.38,12.00,10.50,21.28,44.10,15.77,58.92,20.29,49.81
1778007888,8.38,12.25,10.25,21.55,44.13,15.81,58.92,19.98,49.70
1778007890,8.38,12.50,10.50,21.14,44.04,15.74,58.91,20.26,49.71
1778007892,8.38,12.50,10.75,21.02,44.05,15.85,58.90,20.22,49.66
1778007893,8.38,12.00,10.25,21.50,44.12,15.69,58.86,19.87,49.56
1778007895,8.38,12.25,10.25,21.48,44.12,15.58,58.80,20.08,49.59
1778007896,8.31,12.50,10.75,21.64,44.14,15.62,58.80,20.28,49.64
1778007898,8.44,11.75,11.00,21.17,44.06,15.62,58.83,20.16,49.63
1778007900,8.44,12.50,10.50,21.44,44.11,15.65,58.86,20.27,49.65
1778007901,8.44,12.50,10.50,21.17,44.08,15.69,58.92,20.50,49.68
1778007903,8.44,12.25,10.50,21.65,44.16,15.75,58.98,20.51,49.68
1778007905,8.50,12.50,10.75,21.49,44.14,15.65,58.98,19.97,49.56
1778007906,8.56,12.25,10.25,21.12,44.08,15.67,59.02,20.27,49.65
1778007908,8.50,12.25,10.50,21.19,44.08,15.69,59.03,19.96,49.62
1778007909,8.50,12.50,10.50,20.90,44.06,15.62,59.06,20.12,49.69
1778007911,8.56,12.50,10.50,20.95,44.07,15.63,59.09,19.91,49.70
1778007913,8.56,12.25,10.50,21.41,44.13,15.66,59.11,20.07,49.73
1778007914,8.50,12.50,10.50,21.40,44.14,15.57,59.12,19.80,49.73
1778007916,8.56,12.00,10.25,21.41,44.12,15.64,59.19,20.24,49.83
1778007917,8.50,12.25,10.25,21.14,44.11,15.61,59.21,20.21,49.86
1778007919,8.56,12.75,11.00,21.23,44.15,15.58,59.26,19.87,49.83
1778007921,8.56,12.75,10.25,20.97,44.14,15.57,59.33,20.16,49.90
1778007922,8.56,12.50,10.75,21.09,44.19,15.43,59.38,19.95,49.86
1778007924,8.56,12.75,10.75,21.55,44.30,15.39,59.45,20.21,49.91
1778007925,8.56,12.25,10.25,20.93,44.23,15.56,59.57,20.19,49.85
1778007927,8.56,12.50,11.00,21.62,44.35,15.55,59.68,20.07,49.80
1778007929,8.56,12.25,11.00,21.32,44.31,15.50,59.75,20.44,49.82
1778007930,8.56,12.75,11.00,21.30,44.31,15.37,59.81,20.01,49.76
1778007932,8.56,12.75,10.75,21.34,44.33,15.49,59.92,20.09,49.82
1778007933,8.56,12.50,11.00,21.13,44.30,15.45,59.98,20.22,49.87
1778007935,8.56,12.50,11.00,21.25,44.32,15.49,60.09,20.66,49.98
1778007937,8.56,12.25,10.75,20.97,44.29,15.56,60.16,20.38,49.92
1778007938,8.56,12.75,11.00,21.32,44.36,15.45,60.19,19.90,49.76
1778007940,8.50,12.50,11.00,21.32,44.39,15.45,60.22,20.01,49.73
1778007941,8.56,12.25,10.75,21.06,44.36,15.37,60.24,20.08,49.66
1778007943,8.56,12.75,11.00,20.90,44.33,15.37,60.24,19.92,49.58
1778007945,8.56,12.50,11.00,21.43,44.41,15.39,60.26,20.03,49.55
1778007946,8.56,12.25,11.00,21.40,44.41,15.44,60.27,20.00,49.52
1778007948,8.56,12.50,10.75,21.25,44.40,15.46,60.29,20.17,49.55
1778007950,8.56,13.00,10.75,21.30,44.38,15.47,60.27,20.32,49.56
1778007951,8.50,12.50,10.00,21.56,44.41,15.56,60.29,20.19,49.58
1778007953,8.50,12.75,11.00,21.21,44.33,15.56,60.27,20.34,49.58
1778007954,8.44,12.75,10.50,21.02,44.30,15.58,60.27,20.04,49.48
1778007956,8.50,12.50,10.75,20.88,44.26,15.43,60.22,20.02,49.46
1778007958,8.50,12.50,10.75,21.31,44.33,15.44,60.20,19.98,49.42
1778007959,8.44,12.75,10.75,21.21,44.29,15.53,60.22,20.23,49.44
1778007961,8.50,12.50,10.75,21.33,44.30,15.57,60.22,20.23,49.44
1778007962,8.50,12.25,10.00,21.23,44.27,15.41,60.14,20.19,49.40
1778007964,8.50,11.75,11.00,21.12,44.23,15.39,60.08,20.41,49.45
1778007966,8.44,12.50,10.50,21.15,44.21,15.56,60.08,20.42,49.43
1778007967,8.50,12.25,11.00,21.33,44.24,15.45,60.02,20.15,49.36
1778007969,8.44,12.75,10.75,20.92,44.16,15.41,59.95,19.92,49.29
1778007970,8.50,12.50,10.50,20.99,44.17,15.60,59.93,20.12,49.35
1778007972,8.50,12.50,10.75,21.45,44.24,15.50,59.86,19.80,49.31
1778007974,8.56,12.75,10.75,20.88,44.14,15.56,59.82,20.12,49.39
1778007975,8.50,12.50,10.50,21.34,44.21,15.60,59.77,20.00,49.40
1778007977,8.44,12.75,10.75,21.26,44.17,15.51,59.68,20.30,49.44
1778007978,8.50,12.75,10.75,21.36,44.19,15.62,59.68,19.85,49.35
1778007980,8.50,12.25,10.50,21.23,44.17,15.57,59.61,20.16,49.39
1778007982,8.44,12.50,10.25,21.02,44.12,15.62,59.56,20.10,49.36
1778007983,8.44,12.50,10.75,21.19,44.15,15.61,59.52,20.12,49.34
1778007985,8.44,12.50,10.50,21.25,44.17,15.62,59.48,20.00,49.28
1778007986,8.44,12.75,10.50,21.62,44.21,15.63,59.44,20.12,49.29
1778007988,8.44,12.50,9.75,20.91,44.12,15.77,59.39,20.05,49.25
1778007990,8.44,12.50,10.25,21.02,44.14,15.58,59.29,19.73,49.21
1778007991,8.44,13.00,10.25,21.02,44.14,15.61,59.25,19.97,49.31
1778007993,8.44,12.25,10.75,21.19,44.21,15.66,59.18,20.34,49.42
1778007995,8.38,12.25,10.50,21.12,44.21,15.70,59.14,20.01,49.42
1778007996,8.38,13.00,10.75,21.03,44.20,15.58,59.10,19.89,49.44
1778007998,8.38,12.50,10.50,20.87,44.17,15.73,59.12,19.87,49.49
1778007999,8.44,12.50,10.75,20.94,44.18,15.54,59.06,19.84,49.50
1778008001,8.38,12.50,10.75,20.88,44.19,15.76,59.14,20.21,49.59
1778008003,8.44,12.75,10.75,21.69,44.32,15.58,59.14,20.33,49.66
1778008004,8.38,13.00,10.75,20.90,44.21,15.61,59.20,20.08,49.63
1778008006,8.44,13.00,11.25,20.84,44.21,15.67,59.29,19.91,49.60
1778008007,8.38,13.00,11.25,21.41,44.33,15.56,59.34,19.98,49.56
1778008009,8.38,13.00,11.25,21.08,44.32,15.51,59.43,20.03,49.50
1778008011,8.38,12.75,11.00,21.13,44.34,15.58,59.51,20.01,49.47
1778008012,8.44,12.75,11.00,21.06,44.36,15.54,59.54,20.16,49.48
1778008014,8.44,12.50,11.25,21.26,44.41,15.48,59.59,19.71,49.49
1778008015,8.50,12.75,11.00,21.04,44.38,15.43,59.64,19.87,49.63
1778008017,8.50,13.00,10.75,21.05,44.41,15.44,59.70,19.95,49.73
1778008019,8.44,13.00,10.50,20.80,44.40,15.52,59.78,20.13,49.77
1778008020,8.56,13.00,10.50,21.44,44.55,15.45,59.80,20.12,49.73
1778008022,8.44,12.75,11.00,20.99,44.49,15.51,59.83,19.94,49.65
1778008023,8.50,12.50,11.00,21.36,44.58,15.52,59.86,20.12,49.70
1778008025,8.50,12.75,11.00,21.14,44.53,15.58,59.88,20.12,49.78
1778008027,8.50,13.25,11.25,21.13,44.54,15.53,59.86,20.58,49.96
1778008028,8.50,13.00,11.00,21.12,44.53,15.51,59.89,20.07,49.94
1778008030,8.56,13.25,11.25,21.02,44.52,15.44,59.91,20.53,50.11
1778008031,8.56,13.25,11.25,20.94,44.53,15.49,59.93,20.38,50.15
1778008033,8.50,13.75,11.00,21.34,44.60,15.56,59.94,20.08,50.15
1778008035,8.63,13.50,11.25,21.30,44.66,15.51,59.96,20.21,50.17
1778008036,8.63,13.50,11.50,20.91,44.59,15.40,59.95,20.13,50.15
1778008038,8.69,13.00,11.25,21.52,44.66,15.44,60.00,20.46,50.17
1778008040,8.69,13.25,10.75,20.94,44.59,15.58,60.05,20.57,50.22
1778008041,8.69,12.50,11.25,20.87,44.59,15.44,60.02,20.36,50.15
1778008043,8.63,13.25,10.75,21.62,44.69,15.45,60.04,20.83,50.08
1778008044,8.69,13.00,10.75,21.54,44.67,15.43,60.03,20.72,49.88
1778008046,8.69,13.00,11.25,21.32,44.64,15.50,60.04,20.23,49.63
1778008048,8.63,12.25,11.00,21.42,44.59,15.58,60.03,20.14,49.46
1778008049,8.63,12.75,10.50,20.93,44.45,15.46,60.01,20.36,49.37
1778008051,8.63,13.00,11.00,21.44,44.49,15.47,60.01,20.20,49.21
1778008052,8.56,13.00,10.75,21.30,44.44,15.47,60.00,20.19,49.13
1778008054,8.56,12.75,11.00,21.40,44.41,15.54,60.00,20.13,49.10
1778008056,8.56,12.50,10.75,21.44,44.37,15.49,59.95,20.33,49.15
1778008057,8.56,13.00,11.25,21.23,44.34,15.62,59.96,20.34,49.14
1778008059,8.50,13.00,11.00,21.08,44.26,15.56,59.94,20.40,49.13
1778008060,8.56,12.50,11.00,21.27,44.26,15.43,59.90,20.58,49.13
1778008062,8.56,12.75,10.75,21.66,44.33,15.49,59.90,20.33,49.05
1778008064,8.56,13.00,11.00,21.49,44.27,15.55,59.89,20.48,49.09
1778008065,8.56,12.75,11.00,21.58,44.27,15.41,59.86,20.36,49.08
1778008067,8.56,13.00,11.00,21.30,44.22,15.51,59.89,20.62,49.05
1778008068,8.56,13.00,10.50,21.30,44.21,15.45,59.89,20.24,48.93
1778008070,8.50,13.00,10.50,21.28,44.19,15.42,59.89,20.25,48.87
1778008072,8.50,13.00,10.75,21.30,44.21,15.53,59.92,20.61,48.86
1778008073,8.50,12.75,10.75,21.44,44.21,15.52,59.94,20.44,48.75
1778008075,8.56,12.50,10.50,21.05,44.13,15.47,59.94,20.59,48.72
1778008076,8.44,13.00,10.50,21.15,44.14,15.48,59.97,20.37,48.62
1778008078,8.50,12.75,11.00,21.14,44.16,15.48,59.97,20.15,48.57
1778008080,8.50,13.00,10.75,21.02,44.14,15.53,59.99,20.51,48.60
1778008081,8.56,12.75,10.75,21.59,44.21,15.58,59.99,20.39,48.59
1778008083,8.50,13.00,10.25,21.03,44.12,15.55,59.99,20.55,48.58
1778008085,8.50,12.50,10.25,21.02,44.11,15.46,59.98,20.36,48.55
1778008086,8.50,12.25,10.25,21.01,44.10,15.56,59.98,20.23,48.51
1778008088,8.50,13.00,10.75,21.18,44.11,15.51,59.99,20.88,48.62
1778008089,8.50,12.75,10.50,21.39,44.14,15.47,59.96,20.36,48.50
1778008091,8.50,12.75,10.25,21.18,44.11,15.54,59.95,20.59,48.53
1778008093,8.56,12.75,10.50,21.44,44.14,15.53,59.93,20.66,48.56
1778008094,8.56,13.00,10.75,21.41,44.15,15.44,59.92,20.31,48.57
1778008096,8.56,13.00,10.75,21.16,44.11,15.40,59.92,20.58,48.66
1778008097,8.56,12.50,10.50,21.58,44.17,15.47,59.95,20.58,48.66
1778008099,8.56,12.75,10.75,21.24,44.09,15.38,59.95,20.20,48.57
1778008101,8.56,13.00,10.75,21.58,44.17,15.51,60.00,20.23,48.59
1778008102,8.56,12.75,10.75,21.02,44.10,15.42,60.00,20.51,48.57
1778008104,8.56,12.75,10.50,21.11,44.12,15.50,60.02,20.63,48.51
1778008105,8.63,12.75,10.50,21.18,44.13,15.51,60.02,20.47,48.50
1778008107,8.56,13.00,10.50,21.58,44.19,15.45,60.01,20.51,48.52
1778008109,8.56,12.50,10.50,20.99,44.12,15.39,59.95,20.42,48.51
1778008110,8.56,12.75,10.25,21.12,44.13,15.58,59.96,20.48,48.51
1778008112,8.56,13.00,10.50,21.41,44.21,15.45,59.92,21.13,48.61
1778008113,8.56,12.50,10.75,21.30,44.22,15.58,59.92,20.89,48.63
1778008115,8.63,12.75,10.50,21.37,44.27,15.64,59.93,20.78,48.67
1778008117,8.75,13.00,10.75,21.41,44.29,15.45,59.91,20.81,48.70
